province,year,track,n,fem_share,female_dummy,n_tie
陕西,2007,文,1,1.0,1,0
陕西,2007,理,1,0.0,0,0
陕西,2008,文,1,1.0,1,0
陕西,2008,理,1,0.0,0,0
陕西,2009,文,1,1.0,1,0
陕西,2010,理,2,0.5,1,0
陕西,2011,理,1,1.0,1,0
陕西,2012,文,1,1.0,1,0
陕西,2012,理,1,1.0,1,0
陕西,2013,文,1,1.0,1,0
陕西,2013,理,1,0.0,0,0
陕西,2014,文,1,1.0,1,0
陕西,2014,理,1,0.0,0,0
陕西,2015,文,1,0.0,0,0
陕西,2015,理,1,1.0,1,0
陕西,2016,理,2,0.5,1,0
陕西,2017,理,1,0.0,0,0
陕西,2018,文,1,1.0,1,0
陕西,2019,文,1,0.0,0,0
陕西,2019,理,1,0.0,0,0
陕西,2020,理,1,0.0,0,0
陕西,2021,理,1,0.0,0,0
陕西,2023,文,1,1.0,1,0
陕西,2023,理,2,0.5,1,0
陕西,2024,文,1,0.0,0,0
青海,2004,理,1,1.0,1,0
青海,2005,理,1,0.0,0,0
青海,2008,理,1,1.0,1,0
青海,2009,文,1,1.0,1,0
青海,2009,理,2,0.0,0,0
青海,2010,文,1,1.0,1,0
青海,2010,理,1,1.0,1,0
青海,2011,文,1,1.0,1,0
青海,2011,理,1,0.0,0,0
青海,2012,理,1,0.0,0,0
青海,2013,文,1,1.0,1,0
青海,2014,理,1,0.0,0,0
青海,2015,文,1,0.0,0,0
青海,2015,理,1,0.0,0,0
青海,2016,文,1,1.0,1,0
青海,2016,理,1,0.0,0,0
青海,2017,理,1,0.0,0,0
青海,2018,文,1,0.0,0,0
青海,2019,文,1,1.0,1,0
青海,2020,文,1,1.0,1,0
青海,2020,理,1,0.0,0,0
青海,2021,理,1,0.0,0,0
青海,2022,文,2,1.0,1,0
青海,2022,理,2,0.5,1,0
青海,2023,文,2,0.0,0,0
青海,2023,理,1,0.0,0,0
青海,2024,文,1,0.0,0,0
黑龙江,2004,文,1,1.0,1,0
黑龙江,2004,理,1,1.0,1,0
黑龙江,2005,文,1,0.0,0,0
黑龙江,2005,理,2,0.5,1,0
黑龙江,2006,文,1,1.0,1,0
黑龙江,2007,文,1,0.0,0,0
黑龙江,2007,理,2,0.5,1,0
黑龙江,2008,文,1,1.0,1,0
黑龙江,2009,文,1,0.0,0,0
黑龙江,2009,理,1,0.0,0,0
黑龙江,2010,理,1,0.0,0,0
黑龙江,2011,理,1,0.0,0,0
黑龙江,2012,文,1,1.0,1,0
黑龙江,2012,理,1,0.0,0,0
黑龙江,2013,文,1,1.0,1,0
黑龙江,2013,理,1,1.0,1,0
黑龙江,2014,文,1,0.0,0,0
黑龙江,2014,理,1,0.0,0,0
黑龙江,2015,文,1,0.0,0,0
黑龙江,2015,理,1,0.0,0,0
黑龙江,2016,文,1,0.0,0,0
黑龙江,2016,理,1,0.0,0,0
黑龙江,2017,文,1,1.0,1,0
黑龙江,2017,理,1,0.0,0,0
黑龙江,2018,文,2,0.5,1,0
黑龙江,2018,理,1,0.0,0,0
黑龙江,2019,文,1,0.0,0,0
黑龙江,2019,理,1,1.0,1,0
黑龙江,2020,文,1,1.0,1,0
黑龙江,2020,理,1,0.0,0,0
黑龙江,2021,文,1,1.0,1,0
黑龙江,2022,文,1,1.0,1,0
黑龙江,2022,理,1,0.0,0,0
黑龙江,2023,文,1,0.0,0,0
黑龙江,2023,理,1,0.0,0,0
