province,year,exam_mode,score_system,full_score,track_split,n_records,n_ties,n_bonus_flagged,n_gender_confirmed,n_anonymized,ban_stage
贵州,2018,3+X文理综,nat750,750,文理,5,3,1,1,0,2
贵州,2019,3+X文理综,nat750,750,文理,3,0,2,3,0,2
贵州,2020,3+X文理综,nat750,750,文理,5,2,2,3,0,2
贵州,2021,3+X文理综,nat750,750,文理,2,0,1,2,0,2
贵州,2022,3+X文理综,nat750,750,文理,2,0,1,2,0,2
贵州,2023,3+X文理综,nat750,750,文理,4,2,2,2,0,2
贵州,2024,3+1+2,nat750,750,物历,4,2,2,4,0,2
贵州,2025,3+1+2,nat750,750,物历,2,0,1,1,0,2
贵州,2026,3+1+2,nat750,750,物历,2,0,0,2,0,2
云南,2000,3+X文理综,nat750,750,文理,2,0,0,1,0,0
云南,2001,3+X文理综,nat750,750,文理,2,0,0,0,0,0
云南,2002,3+X文理综,nat750,750,文理,2,0,0,0,0,0
云南,2003,3+X文理综,nat750,750,文理,2,0,0,1,0,0
云南,2004,3+X文理综,nat750,750,文理,2,0,0,1,0,0
云南,2005,3+X文理综,nat750,750,文理,2,0,0,1,0,1
云南,2006,3+X文理综,nat750,750,文理,3,0,2,1,0,1
云南,2007,3+X文理综,nat750,750,文理,4,2,2,3,0,1
云南,2008,3+X文理综,nat750,750,文理,2,0,0,1,0,1
云南,2009,3+X文理综,nat750,750,文理,3,0,2,1,0,1
云南,2010,3+X文理综,nat750,750,文理,3,0,2,0,0,1
云南,2011,3+X文理综,nat750,750,文理,4,0,2,2,0,1
云南,2012,3+X文理综,nat750,750,文理,4,1,2,1,0,1
云南,2013,3+X文理综,nat750,750,文理,3,0,2,0,0,1
云南,2014,3+X文理综,nat750,750,文理,3,0,2,1,0,1
云南,2015,3+X文理综,nat750,750,文理,3,0,1,0,0,1
云南,2016,3+X文理综,nat750,750,文理,4,3,1,3,0,1
云南,2017,3+X文理综,nat750,750,文理,4,0,2,1,0,1
云南,2018,3+X文理综,nat750,750,文理,2,0,0,1,0,2
云南,2019,3+X量化,yn772,772,文理,3,0,1,2,0,2
云南,2020,3+X量化,yn772,772,文理,3,0,1,2,0,2
云南,2021,3+X量化,yn772,772,文理,4,0,2,4,0,2
云南,2022,3+X量化,yn772,772,文理,2,0,0,2,0,2
云南,2023,3+X量化,yn772,772,文理,4,0,2,3,0,2
云南,2024,3+X量化,yn772,772,文理,2,0,1,2,0,2
云南,2025,3+1+2,nat750,750,物历,2,0,0,1,0,2
云南,2026,3+1+2,nat750,750,物历,0,0,0,0,0,2
陕西,2000,3+X文理综,nat750,750,文理,0,0,0,0,0,0
陕西,2001,3+X文理综,nat750,750,文理,0,0,0,0,0,0
陕西,2002,3+X文理综,nat750,750,文理,2,0,0,0,0,0
陕西,2003,3+X文理综,nat750,750,文理,3,0,0,2,0,0
陕西,2004,3+X文理综,nat750,750,文理,3,0,0,3,0,0
陕西,2005,3+X文理综,nat750,750,文理,2,0,0,2,0,1
陕西,2006,3+X文理综,nat750,750,文理,2,0,0,2,0,1
陕西,2007,3+X文理综,nat750,750,文理,2,0,0,2,0,1
陕西,2008,3+X文理综,nat750,750,文理,2,0,0,2,0,1
陕西,2009,3+X文理综,nat750,750,文理,2,0,0,1,0,1
陕西,2010,3+X文理综,nat750,750,文理,3,2,0,2,0,1
陕西,2011,3+X文理综,nat750,750,文理,2,0,0,1,0,1
陕西,2012,3+X文理综,nat750,750,文理,2,0,0,2,0,1
陕西,2013,3+X文理综,nat750,750,文理,2,0,0,2,0,1
陕西,2014,3+X文理综,nat750,750,文理,2,0,0,2,0,1
陕西,2015,3+X文理综,nat750,750,文理,2,0,0,2,0,1
陕西,2016,3+X文理综,nat750,750,文理,3,2,0,2,0,1
陕西,2017,3+X文理综,nat750,750,文理,2,0,0,1,0,1
陕西,2018,3+X文理综,nat750,750,文理,3,2,0,1,0,2
陕西,2019,3+X文理综,nat750,750,文理,2,0,0,2,0,2
陕西,2020,3+X文理综,nat750,750,文理,2,0,0,1,0,2
陕西,2021,3+X文理综,nat750,750,文理,2,0,0,1,0,2
陕西,2022,3+X文理综,nat750,750,文理,2,0,0,0,0,2
陕西,2023,3+X文理综,nat750,750,文理,5,4,0,3,0,2
陕西,2024,3+X文理综,nat750,750,文理,2,0,0,1,0,2
陕西,2025,3+1+2,nat750,750,物历,2,0,0,0,0,2
陕西,2026,3+1+2,nat750,750,物历,2,0,0,0,2,2
甘肃,2000,3+X文理综,nat750,750,文理,2,0,0,0,0,0
甘肃,2001,3+X文理综,nat750,750,文理,2,0,0,1,0,0
甘肃,2002,3+X文理综,nat750,750,文理,2,0,0,1,0,0
甘肃,2003,3+X文理综,nat750,750,文理,2,0,0,0,0,0
甘肃,2004,3+X文理综,nat750,750,文理,2,0,0,1,0,0
甘肃,2005,3+X文理综,nat750,750,文理,2,0,0,1,0,1
甘肃,2006,3+X文理综,nat750,750,文理,2,0,0,1,0,1
甘肃,2007,3+X文理综,nat750,750,文理,2,0,0,2,0,1
甘肃,2008,3+X文理综,nat750,750,文理,2,0,0,0,0,1
甘肃,2009,3+X文理综,nat750,750,文理,2,0,0,0,0,1
甘肃,2010,3+X文理综,nat750,750,文理,4,3,0,1,0,1
甘肃,2011,3+X文理综,nat750,750,文理,2,0,0,1,0,1
甘肃,2012,3+X文理综,nat750,750,文理,3,2,1,2,0,1
甘肃,2013,3+X文理综,nat750,750,文理,2,0,0,0,0,1
甘肃,2014,3+X文理综,nat750,750,文理,3,2,0,2,0,1
甘肃,2015,3+X文理综,nat750,750,文理,2,0,0,1,0,1
甘肃,2016,3+X文理综,nat750,750,文理,4,3,0,3,0,1
甘肃,2017,3+X文理综,nat750,750,文理,2,0,0,0,0,1
甘肃,2018,3+X文理综,nat750,750,文理,2,0,0,1,0,2
甘肃,2019,3+X文理综,nat750,750,文理,3,2,0,2,0,2
甘肃,2020,3+X文理综,nat750,750,文理,2,0,0,1,0,2
甘肃,2021,3+X文理综,nat750,750,文理,2,0,0,1,0,2
甘肃,2022,3+X文理综,nat750,750,文理,2,0,0,2,0,2
甘肃,2023,3+X文理综,nat750,750,文理,2,0,0,1,0,2
甘肃,2024,3+1+2,nat750,750,物历,2,0,0,0,0,2
甘肃,2025,3+1+2,nat750,750,物历,2,0,0,0,0,2
甘肃,2026,3+1+2,nat750,750,物历,2,0,0,1,0,2
青海,2000,3+X文理综,nat750,750,文理,2,0,0,1,0,0
青海,2001,3+X文理综,nat750,750,文理,2,0,0,0,0,0
青海,2002,3+X文理综,nat750,750,文理,2,0,0,2,0,0
青海,2003,3+X文理综,nat750,750,文理,2,0,0,1,0,0
青海,2004,3+X文理综,nat750,750,文理,2,0,0,1,0,0
青海,2005,3+X文理综,nat750,750,文理,2,0,0,1,0,1
青海,2006,3+X文理综,nat750,750,文理,1,0,0,0,0,1
青海,2007,3+X文理综,nat750,750,文理,2,0,0,0,0,1
青海,2008,3+X文理综,nat750,750,文理,2,0,1,1,0,1
青海,2009,3+X文理综,nat750,750,文理,3,0,1,3,0,1
青海,2010,3+X文理综,nat750,750,文理,2,0,0,2,0,1
青海,2011,3+X文理综,nat750,750,文理,2,0,0,2,0,1
青海,2012,3+X文理综,nat750,750,文理,2,0,1,1,0,1
青海,2013,3+X文理综,nat750,750,文理,2,0,0,1,0,1
青海,2014,3+X文理综,nat750,750,文理,3,0,1,1,0,1
青海,2015,3+X文理综,nat750,750,文理,3,0,1,2,0,1
青海,2016,3+X文理综,nat750,750,文理,2,0,1,2,0,1
青海,2017,3+X文理综,nat750,750,文理,2,0,0,1,0,1
青海,2018,3+X文理综,nat750,750,文理,2,0,0,1,1,2
青海,2019,3+X文理综,nat750,750,文理,2,0,0,1,0,2
青海,2020,3+X文理综,nat750,750,文理,2,0,0,2,0,2
青海,2021,3+X文理综,nat750,750,文理,2,0,0,1,0,2
青海,2022,3+X文理综,nat750,750,文理,4,0,2,4,0,2
青海,2023,3+X文理综,nat750,750,文理,3,0,1,3,0,2
青海,2024,3+X文理综,nat750,750,文理,2,0,0,1,0,2
青海,2025,3+1+2,nat750,750,物历,2,0,0,1,1,2
青海,2026,3+1+2,nat750,750,物历,2,0,0,0,2,2
宁夏,2000,3+X文理综,nat750,750,文理,2,0,0,1,0,0
宁夏,2001,3+X文理综,nat750,750,文理,2,0,0,1,0,0
宁夏,2002,3+X文理综,nat750,750,文理,4,3,0,4,0,0
宁夏,2003,3+X文理综,nat750,750,文理,3,2,0,3,0,0
宁夏,2004,3+X文理综,nat750,750,文理,2,0,0,2,0,0
宁夏,2005,3+X文理综,nat750,750,文理,2,0,0,2,0,1
宁夏,2006,3+X文理综,nat750,750,文理,3,0,1,3,0,1
宁夏,2007,3+X文理综,nat750,750,文理,2,0,0,2,0,1
宁夏,2008,3+X文理综,nat750,750,文理,2,0,0,2,0,1
宁夏,2009,3+X文理综,nat750,750,文理,3,2,0,3,0,1
宁夏,2010,3+X文理综,nat750,750,文理,2,0,0,2,0,1
宁夏,2011,3+X文理综,nat750,750,文理,3,0,1,2,0,1
宁夏,2012,3+X文理综,nat750,750,文理,2,0,0,2,0,1
宁夏,2013,3+X文理综,nat750,750,文理,3,0,1,2,0,1
宁夏,2014,3+X文理综,nat750,750,文理,4,0,2,1,0,1
宁夏,2015,3+X文理综,nat750,750,文理,2,0,1,1,0,1
宁夏,2016,3+X文理综,nat750,750,文理,2,0,0,2,0,1
宁夏,2017,3+X文理综,nat750,750,文理,2,0,1,0,0,1
宁夏,2018,3+X文理综,nat750,750,文理,4,2,1,4,0,2
宁夏,2019,3+X文理综,nat750,750,文理,2,0,2,2,0,2
宁夏,2020,3+X文理综,nat750,750,文理,3,0,1,3,0,2
宁夏,2021,3+X文理综,nat750,750,文理,3,0,1,3,0,2
宁夏,2022,3+X文理综,nat750,750,文理,2,0,1,1,0,2
宁夏,2023,3+X文理综,nat750,750,文理,3,2,0,3,0,2
宁夏,2024,3+X文理综,nat750,750,文理,2,0,0,0,0,2
宁夏,2025,3+1+2,nat750,750,物历,2,0,0,0,0,2
宁夏,2026,3+1+2,nat750,750,物历,3,2,0,0,2,2
新疆,2000,3+X文理综,nat750,750,文理,3,2,0,3,0,0
新疆,2001,3+X文理综,nat750,750,文理,2,0,0,1,0,0
新疆,2002,3+X文理综,nat750,750,文理,3,0,0,3,0,0
新疆,2003,3+X文理综,nat750,750,文理,2,0,0,2,0,0
新疆,2004,3+X文理综,nat750,750,文理,2,0,2,2,0,0
新疆,2005,3+X文理综,nat750,750,文理,3,0,2,3,0,1
新疆,2006,3+X文理综,nat750,750,文理,2,0,2,2,0,1
新疆,2007,3+X文理综,nat750,750,文理,5,0,2,3,0,1
新疆,2008,3+X文理综,nat750,750,文理,4,0,0,0,0,1
新疆,2009,3+X文理综,nat750,750,文理,5,0,4,2,0,1
新疆,2010,3+X文理综,nat750,750,文理,3,0,1,2,0,1
新疆,2011,3+X文理综,nat750,750,文理,4,0,2,3,0,1
新疆,2012,3+X文理综,nat750,750,文理,4,0,1,3,0,1
新疆,2013,3+X文理综,nat750,750,文理,3,0,1,3,0,1
新疆,2014,3+X文理综,nat750,750,文理,4,0,2,1,0,1
新疆,2015,3+X文理综,nat750,750,文理,3,0,1,2,0,1
新疆,2016,3+X文理综,nat750,750,文理,5,0,3,3,0,1
新疆,2017,3+X文理综,nat750,750,文理,4,0,0,2,0,1
新疆,2018,3+X文理综,nat750,750,文理,4,0,0,1,0,2
新疆,2019,3+X文理综,nat750,750,文理,4,0,2,2,0,2
新疆,2020,3+X文理综,nat750,750,文理,6,3,0,0,0,2
新疆,2021,3+X文理综,nat750,750,文理,4,0,1,1,0,2
新疆,2022,3+X文理综,nat750,750,文理,3,0,0,1,0,2
新疆,2023,3+X文理综,nat750,750,文理,4,0,1,2,0,2
新疆,2024,3+X文理综,nat750,750,文理,4,0,0,3,1,2
新疆,2025,3+1+2,nat750,750,物历,5,0,1,1,3,2
新疆,2026,3+1+2,nat750,750,物历,2,0,0,0,2,2
内蒙古,2000,3+X文理综,nat750,750,文理,2,0,0,1,0,0
内蒙古,2001,3+X文理综,nat750,750,文理,2,0,0,1,0,0
内蒙古,2002,3+X文理综,nat750,750,文理,2,0,0,1,0,0
内蒙古,2003,3+X文理综,nat750,750,文理,2,0,0,0,0,0
内蒙古,2004,3+X文理综,nat750,750,文理,2,0,0,2,0,0
内蒙古,2005,3+X文理综,nat750,750,文理,2,0,0,2,0,1
内蒙古,2006,3+X文理综,nat750,750,文理,3,0,1,2,0,1
内蒙古,2007,3+X文理综,nat750,750,文理,2,0,0,1,0,1
内蒙古,2008,3+X文理综,nat750,750,文理,2,0,0,2,0,1
内蒙古,2009,3+X文理综,nat750,750,文理,3,0,2,1,0,1
内蒙古,2010,3+X文理综,nat750,750,文理,5,2,2,2,0,1
内蒙古,2011,3+X文理综,nat750,750,文理,2,0,2,1,0,1
内蒙古,2012,3+X文理综,nat750,750,文理,3,0,1,3,0,1
内蒙古,2013,3+X文理综,nat750,750,文理,4,0,2,2,0,1
内蒙古,2014,3+X文理综,nat750,750,文理,4,0,2,4,0,1
内蒙古,2015,3+X文理综,nat750,750,文理,3,0,1,2,0,1
内蒙古,2016,3+X文理综,nat750,750,文理,3,0,2,2,0,1
内蒙古,2017,3+X文理综,nat750,750,文理,4,2,2,4,0,1
内蒙古,2018,3+X文理综,nat750,750,文理,2,0,0,1,0,2
内蒙古,2019,3+X文理综,nat750,750,文理,3,0,1,2,0,2
内蒙古,2020,3+X文理综,nat750,750,文理,3,0,1,2,0,2
内蒙古,2021,3+X文理综,nat750,750,文理,3,0,1,2,0,2
内蒙古,2022,3+X文理综,nat750,750,文理,5,2,2,4,0,2
内蒙古,2023,3+X文理综,nat750,750,文理,4,0,2,2,1,2
内蒙古,2024,3+X文理综,nat750,750,文理,4,3,1,4,0,2
内蒙古,2025,3+1+2,nat750,750,物历,2,0,0,2,0,2
内蒙古,2026,3+1+2,nat750,750,物历,2,0,0,0,0,2
