province,school,year,track,top_gender,top_score,note
浙江,新昌中学,2007,文,F,644,女(原文'她');语129数144英133综238;录取北大元培(历史)
浙江,宁波镇海中学,2008,理,M,703,男(原文'他');语124数142外143综294;录取北大光华金融
浙江,杭州高级中学,2008,文,F,654,女(原文'她');建德中考状元;语131数135英145综243;录取北大光华会计
浙江,杭州外国语学校,2009,理,M,768,男(原文'他');810分制;含加分20裸分748;总分状元;录取清华电子
浙江,台州一中,2009,理,NA,752,810分制;裸分状元
浙江,绍兴鲁迅中学,2009,文,M,709,男(原文'他');810分制;含加分20裸分689;总分状元;语116数143英139综240自选51;录取北大光华
浙江,绍兴鲁迅中学,2009,文,NA,703,810分制;裸分状元
浙江,新昌中学,2009,文,F,703,女(原文'她');810分制;裸分状元并列;数147;录取清华法学
浙江,宁波镇海中学,2010,理,NA,740,810分制;含加分20裸分720;语118数145英135综262自选60;录取清华建筑
浙江,海盐元济高中,2010,文,F,725,女(原文'她');810分制;语129数148英139综253自选56;录取北大光华
浙江,温州中学,2011,理,NA,738,810分制;语121数144外130综289自选54;录取北大光华
浙江,杭州二中,2011,文,NA,687,810分制;并列;语111数144英138综242自选52
浙江,舟山中学,2011,文,F,687,810分制;并列;语121数144英135综235自选52;录取北大；性别=初筛确认(2026-08-09)
浙江,宁波镇海中学,2012,理,M,757,810分制;语124数145英142综288自选58；性别=初筛确认(2026-08-09)
浙江,长兴中学,2012,文,F,733,女(原文'她');810分制;含加分10裸分723;总分状元;语121数145英142综260自选55;录取北大光华
浙江,杭州高级中学,2012,文,NA,728,810分制;裸分状元;录取北大光华
浙江,宁波镇海中学,2013,理,M,770,810分制;嘉兴中考状元;语128数150英142综290自选60；性别=初筛确认(2026-08-09)
浙江,海宁宏达高中,2013,文,NA,731,810分制
浙江,宁波镇海中学,2014,理,M,759,810分制;含加分10裸分749;总分状元;语118数146英137综288自选60；性别=初筛确认(2026-08-09)
浙江,宁波镇海中学,2014,理,F,758,810分制;裸分状元;语127数145英142综284自选60；性别=初筛确认(2026-08-09)
浙江,宁波镇海中学,2014,文,F,745,810分制;语118数150英145综273自选59；性别=初筛确认(2026-08-09)
浙江,宁波镇海中学,2015,理,M,760,男(原文'他');810分制;语132数144英142综282自选60;录取北大元培(中文)
浙江,宁波镇海中学,2015,文,F,745,女(原文'她');810分制;语131数144英146综266自选58;录取北大法学
浙江,宁波镇海中学,2016,理,NA,750,810分制;含加分5裸分745;总分状元;语110数149英139综287自选60
浙江,长兴中学,2016,理,NA,749,810分制;裸分状元;语111数150英142综286自选60
浙江,宁波镇海中学,2016,文,F,733,810分制;语128数150英136综259自选60；性别=初筛确认(2026-08-09)
浙江,诸暨中学,2017,不分,NA,723,3+3首届;语132数147英144物100化100生100;录取清华新雅
浙江,瑞安新纪元高中,2018,不分,F,718,女(原文'她');3+3;语131数147外140物100化100生100;录取清华新雅(经金)
浙江,宁波镇海中学,2019,不分,M,720,男(原文'他');3+3;语131数147外142物100化100生100;录取北大数学
浙江,温州中学,2020,不分,M,721,男(原文'他');3+3;语137数147外140物100化97生100;录取清华计算机金融双学位
浙江,桐乡高级中学,2021,不分,F,716,女(原文'她');3+3;复读生(首考清华化学因专业不满复读);语133数142外141物100生100地100;录取北大光华
浙江,温州永嘉中学,2022,不分,M,710,男(原文'他');3+3;并列;语133数144外142政97史96地98;录取清华经管
浙江,温州育英实验学校,2022,不分,M,710,3+3;并列;语126数148外142物99化98生97;录取北大元培；性别=初筛确认(2026-08-09)
浙江,杭州二中,2023,不分,M,717,男(原文'他');3+3;语133数146英141物100化99生98;录取北大元培(通用人工智能)
浙江,宁波镇海中学,2024,不分,F,726,女(原文'她');3+3;温州中考状元;语137数149外143物100化98生99;录取北大元培(通用人工智能)
浙江,宁波镇海中学,2025,不分,M,722,男(原文'他');3+3;语135数150外140物99化99生99;录取清华
浙江,宁波镇海中学,2026,不分,NA,723,3+3;语134数148外144物100化98生99
新疆,奎屯一中,1986,理,NA,,
新疆,奎屯一中,1987,理,M,,西北五省理科状元；性别=初筛确认(2026-08-09)
新疆,塔城一中,1988,理,NA,,录取北大
新疆,石河子五中,1993,理,M,,性别=初筛确认(2026-08-09)
新疆,奎屯一中,1995,理,NA,,
新疆,哈密二中,1997,文,F,,录取北大；性别=初筛确认(2026-08-09)
新疆,巴州二中,1998,文,F,,性别=初筛确认(2026-08-09)
新疆,新疆实验中学,2000,理,M,663,男(原文'他');语113数130英130物145化145;录取清华理科基础科学班
新疆,克拉玛依六中,2000,文,M,584,并列;录取北大光华；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐一中,2000,文,F,584,女(原文'她');并列;语119数105英129政117史114;录取北大光华
新疆,新疆实验中学,2001,理,M,674,录取清华生科；性别=初筛确认(2026-08-09)
新疆,克拉玛依十三中,2001,文,NA,609,录取复旦
新疆,农三师中学,2002,理,F,687,女(原文'她');录取清华
新疆,农二师华山中学,2002,文,F,637,女(原文'她');普通类;语127数140英133综237;录取北大
新疆,乌鲁木齐一中,2002,文,F,591,女(原文'她');单列类;语126数121英116综225;录取北大
新疆,乌鲁木齐一中,2003,理,F,679,录取清华；性别=初筛确认(2026-08-09)
新疆,哈密二中,2003,文,M,654,男(原文'他');录取北大经院
新疆,奎屯一中,2004,理,M,727,男(原文'他');含加分10裸分717;语124数150英146综297;录取清华
新疆,农二师华山中学,2004,文,F,704,女(原文'她');含加分10裸分694;语140数140英140综274;录取北大经济类
新疆,新疆实验中学,2005,理,M,727,男(原文'他');含加分20裸分707;总分状元;语139数143外136综289;录取清华
新疆,阿勒泰二中,2005,理,F,711,裸分状元;录取北大；性别=初筛确认(2026-08-09)
新疆,哈密二中,2005,文,F,675,女(原文'她');含加分10裸分665;语129数136外141综259;录取北大
新疆,乌鲁木齐一中,2006,理,F,726,女(原文'她');含加分20裸分706;录取清华化学生物基础
新疆,哈密二中,2006,文,F,674,女(原文'她');含加分10裸分664;录取北大政府管理学院
新疆,乌鲁木齐高级中学,2007,理,NA,723,普通类;含加分10裸分713;语135数147外141综290;录取清华
新疆,乌鲁木齐一中,2007,理,M,723,普通类总分状元;含加分20裸分703;语132数148外138综285;录取清华；性别=初筛确认(2026-08-09)
新疆,新疆实验中学,2007,理,NA,716,单列类
新疆,哈密二中,2007,文,F,657,女(原文'她');普通类;录取上财
新疆,哈密二中,2007,文,F,645,女(原文'她');单列类;录取北大
新疆,乌鲁木齐一中,2008,理,NA,713,普通类;录取北大
新疆,乌鲁木齐实验中学,2008,理,NA,714,单列类
新疆,昌吉市一中,2008,文,NA,654,普通类;语132数137英136综249;录取北大
新疆,乌鲁木齐一中,2008,文,NA,685,单列类
新疆,兵团二中,2009,理,NA,711,普通类总分状元;含加分20裸分691;语123数143外139综286;录取清华
新疆,乌鲁木齐一中,2009,理,NA,694,普通类裸分状元
新疆,乌鲁木齐一中,2009,文,F,645,女(原文'她');普通类;含加分10裸分635;语126数150外138综221;录取清华
新疆,石河子二中,2010,理,NA,701,普通类;录取北大
新疆,乌鲁木齐一中,2010,理,M,738,单列类;含加分60裸分678;语126数134外142综276；性别=初筛确认(2026-08-09)
新疆,兵团二中,2010,文,M,628,录取北大；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐一中,2011,理,M,706,普通类总分状元;含加分20裸分686;录取清华；性别=初筛确认(2026-08-09)
新疆,农二师华山中学,2011,理,NA,689,普通类裸分状元;录取清华
新疆,乌鲁木齐高级中学,2011,理,F,711,女(原文'她');单列类;含加分10裸分701;数学150;录取北大医学部双语班
新疆,哈密二中,2011,文,F,650,录取清华；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐一中,2012,理,M,688,录取清华；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐一零一中学,2012,文,NA,649,普通类总分状元;含加分20裸分629;录取北大
新疆,哈密二中,2012,文,F,645,女(原文'她');普通类裸分状元;录取北大
新疆,哈密二中,2012,文,F,645,女(原文'她');单列类;录取清华
新疆,乌鲁木齐一中,2013,理,F,696,普通类;含加分10裸分686;录取清华；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐八一中学,2013,理,M,,单列类；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐八一中学,2013,文,F,651,录取清华；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐一中,2014,理,M,700,男(原文'他');普通类总分状元;含加分10裸分690;语132数140英144综274;录取清华
新疆,乌鲁木齐八一中学,2014,理,NA,693,普通类裸分状元
新疆,乌鲁木齐一中,2014,理,NA,731,单列类;含加分60裸分671;语120;录取清华电子信息
新疆,哈密二中,2014,文,NA,669,录取北大
新疆,乌鲁木齐一中,2015,理,M,704,普通类;录取清华；性别=初筛确认(2026-08-09)
新疆,伊宁三中,2015,理,M,710,男(原文'他');单列类;含加分50裸分660;录取清华
新疆,兵团二中,2015,文,NA,657,录取北大
新疆,乌鲁木齐一中,2016,理,NA,715,普通类;含加分5裸分710;英145;录取清华
新疆,乌鲁木齐一中,2016,理,F,710,普通类裸分状元；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐一中,2016,理,M,721,男(原文'他');单列类;含加分;录取北大
新疆,石河子一中,2016,文,NA,659,普通类;录取北大
新疆,兵团二中,2016,文,F,680,女(原文'她');单列类;含加分50裸分630;语127数132英143综228;录取北大
新疆,乌鲁木齐一中,2017,理,NA,693,普通类;录取清华
新疆,伊宁三中,2017,理,F,719,女(原文'她');单列类;录取北大元培
新疆,哈密二中,2017,文,F,665,女(原文'她');普通类;录取清华经管
新疆,兵团二中,2017,文,NA,669,单列类
新疆,乌鲁木齐八一中学,2018,理,M,698,男(原文'他');普通类;语124数149英142综283;录取清华
新疆,兵团二中,2018,理,NA,719,单列类
新疆,兵团二中,2018,文,NA,659,普通类;语130数150英137综242;录取北大
新疆,乌鲁木齐八一中学,2018,文,NA,683,单列类
新疆,乌鲁木齐一中,2019,理,F,709,女(原文'她');普通类;录取清华新雅
新疆,兵团二中,2019,理,F,664,女(原文'她');单列类;含加分15裸分649;语120数125英142综262;录取北大
新疆,石河子一中,2019,文,NA,668,普通类;语129数150外142综247;录取北大元培
新疆,乌鲁木齐八一中学,2019,文,NA,655,单列类;含加分15裸分640;语114数145英134综247;录取北大
新疆,乌鲁木齐一中,2020,理,NA,708,普通类;录取清华
新疆,乌鲁木齐一中,2020,理,NA,,单列类;并列
新疆,乌鲁木齐一中,2020,理,NA,,单列类;并列
新疆,乌鲁木齐八一中学,2020,理,NA,,单列类;并列
新疆,乌鲁木齐一中,2020,文,NA,662,普通类;录取北大元培
新疆,乌鲁木齐八一中学,2020,文,NA,,单列类
新疆,乌鲁木齐一中,2021,理,NA,712,普通类;录取清华新雅
新疆,乌鲁木齐一中,2021,理,NA,,单列类
新疆,乌鲁木齐一中,2021,文,M,653,男(原文'他');普通类;语127数150外143综233;录取北大元培(光华)
新疆,乌鲁木齐一中,2021,文,NA,658,单列类;含加分15裸分643
新疆,兵团二中,2022,理,M,685,普通类;录取清华数理；性别=初筛确认(2026-08-09)
新疆,兵团二中,2022,理,NA,657,单列类;录取清华计算机
新疆,乌鲁木齐一中,2022,文,NA,619,录取北大元培
新疆,巴州二中,2023,理,NA,696,普通类;语137数140外141综278;录取北大
新疆,兵团二中,2023,理,NA,679,单列类
新疆,农二师华山中学,2023,文,M,648,男(原文'他');普通类;录取北大
新疆,乌鲁木齐八一中学,2023,文,M,636,男(原文'他');单列类;含加分15裸分621;录取北大元培
新疆,乌鲁木齐一中,2024,理,M,701,男(原文'他');普通类;语131数148英144综278;录取清华
新疆,乌鲁木齐一中,2024,理,F,678,单列类；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐一中,2024,文,NA,641,普通类;录取北大
新疆,哈密二中,2024,文,F,624,女(原文'她');单列类;匿名化;录取北大法学
新疆,兵团二中,2025,理,NA,698,普通类
新疆,乌鲁木齐一中,2025,理,NA,672,单列类;匿名化
新疆,乌鲁木齐一中,2025,文,NA,648,普通类总分状元;含加分5裸分643;匿名化
新疆,兵团二中,2025,文,M,644,普通类裸分状元；性别=初筛确认(2026-08-09)
新疆,乌鲁木齐一中,2025,文,NA,648,单列类;匿名化
新疆,乌鲁木齐一中,2026,理,NA,724,部分匿名化
新疆,兵团二中,2026,文,NA,658,匿名化
青海,江苏省栟茶中学,1985,理,M,,外省籍贯；性别=初筛确认(2026-08-09)
青海,青海油田一中,1996,理,NA,,录取清华建筑
青海,西宁五中,1999,理,F,,录取北大物理；性别=初筛确认(2026-08-09)
青海,青海油田一中,2000,理,NA,627,语114数121英117物136化139;录取清华电子信息
青海,湟川中学,2000,文,M,591,男(原文'他');语114数114英110政140史113;录取北大法学
青海,湟川中学,2001,理,NA,667,
青海,湟川中学,2001,文,NA,605,录取北大经院
青海,河北省霸州一中,2002,理,F,677,女(原文'她');外省籍贯;语123数141英133综280;录取清华
青海,山东省青岛二中,2002,文,F,624,女(原文'她');外省籍贯;语122数130英122综250;录取北大新闻
青海,湟川中学,2003,理,F,628,录取北大；性别=初筛确认(2026-08-09)
青海,湟川中学,2003,文,NA,600,录取北大
青海,大通县,2004,理,F,671,录取清华；性别=初筛确认(2026-08-09)
青海,互助一中,2004,文,NA,,录取北大
青海,湟川中学,2005,理,M,686,录取北大生科；性别=初筛确认(2026-08-09)
青海,湟川中学,2005,文,NA,,录取北大经院
青海,湖北省沙市中学,2006,理,NA,689,外省籍贯;语129数136英137综287;录取北大
青海,西宁二中,2007,理,NA,696,语129数137外141综289;录取清华
青海,西宁二中,2007,文,NA,652,语137数136外132综247;录取北大
青海,青海油田一中,2008,理,F,679,女(原文'她');数学全省单科第1;录取清华经管
青海,尖扎县中学,2008,文,NA,655,含加分35裸分620;因高考移民被取消录取资格
青海,辽宁省北镇高中,2009,理,M,682,男(原文'他');外省籍贯;含加分20裸分662;语119数138英117综288;录取清华
青海,湟川中学,2009,理,M,662,裸分状元;录取北大；性别=初筛确认(2026-08-09)
青海,湟川中学,2009,文,F,593,录取北大；性别=初筛确认(2026-08-09)
青海,湟川中学,2010,理,F,668,女(原文'她');语125数139英132综272;录取清华
青海,湟川中学,2010,文,F,586,录取北大；性别=初筛确认(2026-08-09)
青海,湟川中学,2011,理,M,646,在江苏省苏州中学借读;录取清华；性别=初筛确认(2026-08-09)
青海,湟川中学,2011,文,F,610,在江苏省苏州中学借读;录取北大中文；性别=初筛确认(2026-08-09)
青海,大通六中,2012,理,M,671,男(原文'他');语126数129英138综278;录取北大光华
青海,辽宁省北镇高中,2012,文,NA,626,外省籍贯;含加分20裸分606;语127数133英127综219;录取北大工商管理
青海,辽宁省北镇高中,2013,理,NA,685,外省籍贯;录取清华自动化
青海,四川省双流中学,2013,文,F,628,外省籍贯;录取北大工商管理；性别=初筛确认(2026-08-09)
青海,湟川中学,2014,理,M,685,录取清华医学实验班；性别=初筛确认(2026-08-09)
青海,江苏省某中学,2014,文,NA,645,外省籍贯;含加分;总分状元;录取清华
青海,辽宁省北镇高中,2014,文,NA,643,外省籍贯;裸分状元;录取北大
青海,河北省三河一中,2015,理,M,709,外省籍贯;录取北大；性别=初筛确认(2026-08-09)
青海,辽宁省北镇高中,2015,文,M,650,外省籍贯;含加分20裸分630;总分状元;录取北大；性别=初筛确认(2026-08-09)
青海,湟川中学,2015,文,NA,638,裸分状元;录取北大
青海,湟川中学,2016,理,M,719,男(原文'他');含加分20裸分699;语120数149英137综293;录取清华
青海,青海师大附中,2016,文,F,638,女(原文'她');高三才转文科;录取清华新雅
青海,青海油田一中,2017,理,M,668,男(原文'他');语121数141英146综260;录取清华
青海,辽宁省北镇高中,2017,文,NA,629,外省籍贯;语131数137英132综229;录取北大中文
青海,青海油田一中,2018,理,NA,682,匿名化;录取北大
青海,北京市中央民大附中,2018,文,M,636,男(原文'他');外省籍贯;语105数137英140综234;录取北大
青海,大通朔山中学,2019,理,NA,690,大通县中考状元;录取清华计算机
青海,陕西省某中学,2019,文,F,653,外省籍贯;语122数135英149综247;录取清华经管；性别=初筛确认(2026-08-09)
青海,湟川中学,2020,理,M,681,男(原文'他');录取清华计算机
青海,湟川中学,2020,文,F,656,女(原文'她');录取清华新雅(英语)
青海,湟川中学,2021,理,M,665,男(原文'他');录取清华计算机
青海,福建省厦门双十中学,2021,文,NA,650,外省籍贯;录取北大法学
青海,湟川中学,2022,理,M,663,男(原文'他');含加分;总分状元;录取清华新雅
青海,青海油田一中,2022,理,F,647,女(原文'她');裸分状元;录取清华临床医学(八年制)
青海,湟川中学,2022,文,F,624,女(原文'她');含加分;总分状元;录取北大光华
青海,湟川中学,2022,文,F,615,女(原文'她');裸分状元;录取清华新雅
青海,湟川中学,2023,理,M,666,男(原文'他');录取清华计算机
青海,大通二中,2023,文,M,632,男(原文'他');含加分;总分状元;录取北大光华
青海,大通二中,2023,文,M,621,男(原文'他');裸分状元;录取清华新雅
青海,青海油田一中,2024,理,NA,689,一模705(第二名仅604);语123数149英141综276;录取清华新雅
青海,湟川中学,2024,文,M,681,男(原文'他');比全省第2名高43分;语133数148外141综259;录取清华新雅
青海,西宁第一私立高级中学,2025,物理类,NA,691,3+1+2首届
青海,湟川中学,2025,历史类,F,670,女(原文'她');匿名化;录取北大光华
青海,湟川中学,2026,物理类,NA,690,匿名化
青海,湟川中学,2026,历史类,NA,656,匿名化
山东,青州一中,1978,理,NA,,
山东,青州二中,1981,文,M,,男(原文'他');复读生且理科转文科
山东,莱州一中,1983,理,NA,,物理全省单科第一
山东,莱阳一中,1984,文,NA,,录取南开
山东,邹平一中,1985,理,NA,619,
山东,莱芜一中,1986,理,NA,685,录取清华
山东,五莲一中,1987,理,NA,,录取中科大
山东,宁阳一中,1988,理,M,,男(原文'他');录取清华建筑
山东,北镇中学,1988,文,M,575,性别=初筛确认(2026-08-09)
山东,宁阳一中,1989,理,NA,,录取北大生物
山东,日照一中,1989,文,M,,性别=初筛确认(2026-08-09)
山东,北镇中学,1991,理,NA,658,
山东,即墨一中,1991,文,F,553,性别=初筛确认(2026-08-09)
山东,枣庄三中,1992,文,NA,,录取北大英语
山东,莱阳一中,1995,理,F,,录取北大；性别=初筛确认(2026-08-09)
山东,东平高级中学,1995,文,NA,,录取北大经院
山东,五莲一中,1996,理,M,900,标准分900制;并列；性别=初筛确认(2026-08-09)
山东,沂水二中,1996,理,M,900,标准分900制;并列；性别=初筛确认(2026-08-09)
山东,平度九中,1996,理,M,900,标准分900制;并列；性别=初筛确认(2026-08-09)
山东,昌邑文山中学,1996,理,M,900,标准分900制;并列；性别=初筛确认(2026-08-09)
山东,荣成二中,1996,文,F,900,标准分900制;并列；性别=初筛确认(2026-08-09)
山东,五莲一中,1996,文,M,900,标准分900制;并列；性别=初筛确认(2026-08-09)
山东,莱阳一中,1997,理,M,900,标准分900制;录取清华;并列；性别=初筛确认(2026-08-09)
山东,武城二中,1997,理,NA,900,标准分900制;并列
山东,莱芜一中,1997,文,F,900,标准分900制；性别=初筛确认(2026-08-09)
山东,莱阳一中,1998,理,M,900,标准分900制;录取北大;并列；性别=初筛确认(2026-08-09)
山东,莱阳一中,1998,理,NA,900,标准分900制;录取北大;并列
山东,平度一中,1998,理,NA,900,标准分900制;并列
山东,胶南二中,1998,理,NA,900,标准分900制;录取清华电子;并列
山东,胶南二中,1998,理,NA,900,标准分900制;录取清华生物;并列
山东,淄博一中,1998,理,NA,900,标准分900制;录取北大;并列
山东,沂源一中,1998,理,M,900,标准分900制;并列；性别=初筛确认(2026-08-09)
山东,高密一中,1998,文,NA,900,标准分900制;并列
山东,淄博实验中学,1998,文,F,900,标准分900制;并列；性别=初筛确认(2026-08-09)
山东,平度九中,1998,文,M,900,标准分900制;并列；性别=初筛确认(2026-08-09)
山东,龙口一中,2000,理,M,900,标准分900制;录取北大生科;并列；性别=初筛确认(2026-08-09)
山东,东平高级中学,2000,理,NA,900,标准分900制;并列
山东,日照一中,2000,理,M,900,标准分900制;录取北大生科;并列；性别=初筛确认(2026-08-09)
山东,菏泽一中,2000,理,NA,900,标准分900制;录取清华电子;并列
山东,即墨四中,2000,文,NA,900,标准分900制;录取北大法学
山东,枣庄一中,2000,文,F,900,标准分900制；性别=初筛确认(2026-08-09)
山东,德州二中,2001,理,M,720,男(原文'他');含加分20裸分700;录取清华
山东,文登二中,2001,文,F,674,女(原文'她');录取北大金融
山东,肥城泰西中学,2002,理,F,707,女(原文'她');语133数135英140综299;录取北大生科
山东,曲阜师大附中,2002,文,NA,674,含加分10裸分664;总分状元
山东,五莲一中,2002,文,M,673,男(原文'他');裸分状元;综268;录取北大经院
山东,济宁育才中学,2003,理,M,685,男(原文'他');含加分10裸分675;语115数144英141综275;录取清华电子
山东,高密一中,2003,文,F,662,女(原文'她');含加分10裸分652;总分状元;语129数121外137综265
山东,临沂双月园学校,2003,文,NA,653,裸分状元;复读生(2002=613)
山东,烟台二中,2004,理,M,749,含加分20裸分729;语138数149英142综300(满分);；性别=初筛确认(2026-08-09)
山东,莱州一中,2004,文,F,687,女(原文'她');语132数147外142综266;录取北大元培
山东,枣庄八中,2005,理,M,717,男(原文'他');含加分20裸分697;总分状元;语125数133英146综293;录取清华数理基础
山东,烟台二中,2005,理,NA,711,裸分状元;并列
山东,莱州一中,2005,理,NA,711,裸分状元;并列;语130数144英146综291
山东,莱州一中,2005,文,NA,658,语135数144英142综237
山东,淄博七中,2006,理,M,708,男(原文'他');含加分20裸分688;总分状元;语107数150英136综295;录取北大元培
山东,泰安一中,2006,理,F,696,女(原文'她');裸分状元;录取港中文
山东,淄博实验中学,2006,文,F,679,女(原文'她');模考曾710;录取北大
山东,平度一中,2007,理,NA,714,含加分20裸分694;总分状元;语133数144外137综227基本能力53
山东,章丘四中,2007,理,F,696,女(原文'她');裸分状元;语125数147外141综228基本能力55;录取清华
山东,潍坊一中,2007,文,F,675,女(原文'她');含加分20裸分655;总分状元;语126数150外125综197基本能力57
山东,东营一中,2007,文,NA,674,裸分状元
山东,泰安一中,2008,理,M,711,含加分20裸分691;总分状元；性别=初筛确认(2026-08-09)
山东,烟台一中,2008,理,M,702,裸分状元;语124数149英140综234基本能力55；性别=初筛确认(2026-08-09)
山东,寿光二中,2008,文,NA,675,英145
山东,东营一中,2009,理,NA,723,含加分20裸分703
山东,淄博实验中学,2009,文,NA,701,含加分20裸分681;语129数147英136综211基本能力58
山东,昌邑一中,2010,理,M,723,含加分20裸分703;总分状元;语133数142英144综227基本能力57；性别=初筛确认(2026-08-09)
山东,烟台中英文学校,2010,理,NA,706,裸分状元;语135数147英144综224基本能力56
山东,桓台一中,2010,文,NA,694,含加分20裸分674;总分状元;语128数139英142综209基本能力56
山东,莱州一中,2010,文,NA,691,裸分状元;语132数140英143综221基本能力55
山东,平度一中,2011,理,F,719,女(原文'她');含加分20裸分699;总分状元;录取清华经管
山东,烟台一中,2011,理,NA,701,裸分状元;语133数135英143综232基本能力58;录取清华
山东,东营一中,2011,文,NA,677,
山东,临朐实验中学,2012,理,NA,728,含加分20裸分708;总分状元;语138数145英141综230基本能力54
山东,德州一中,2012,理,M,713,男(原文'他');裸分状元;录取清华经管
山东,寿光一中,2012,文,F,686,女(原文'她');含加分20裸分666;总分状元;录取清华
山东,莘县实验高中,2012,文,M,676,男(原文'他');裸分状元;语135数137英143综209基本能力42;录取北大光华
山东,青岛开发区一中,2013,理,NA,724,含加分20裸分704;总分状元;语125数150英138综235基本能力56
山东,烟台开发区高中,2013,理,NA,714,裸分状元;并列
山东,滕州一中,2013,理,M,714,男(原文'他');裸分状元;并列;语127数150外147综235基本能力55;录取清华材料
山东,青州一中,2013,文,F,684,女(原文'她');语132数148英147综199基本能力58;录取北大光华
山东,滕州一中,2014,理,M,734,含加分20裸分714;语127数149外145综293；性别=初筛确认(2026-08-09)
山东,莱州一中,2014,文,F,695,女(原文'她');语137数139英143综276;录取北大光华
山东,嘉祥一中,2015,理,NA,731,含加分5裸分726;语138数149英142综297
山东,青州一中,2015,文,F,681,并列;语131数144英140综266；性别=初筛确认(2026-08-09)
山东,胶州一中,2015,文,F,681,并列;语130数138英144综269；性别=初筛确认(2026-08-09)
山东,平阴一中,2016,理,M,718,男(原文'他');语136数149英142综291;录取国科大物理
山东,诸城一中,2016,文,NA,658,语135数141英147综235
山东,临沂十八中,2017,理,M,713,男(原文'他');语134数150外147综282;录取清华经管经金
山东,青岛五十八中,2017,文,NA,670,语137数145英144综244
山东,淄博实验中学,2018,理,NA,716,语126数150英149综291
山东,淄博四中,2018,文,F,680,女(原文'她');语137数150英142综251;录取北大中文
山东,肥城一中,2019,理,NA,713,语130数146英148综289
山东,淄博实验中学,2019,文,M,687,男(原文'他');语141数149英145综252;录取北大元培
山东,潍坊一中,2020,不分,M,711,男(原文'他');3+3;语125数150英145物98化97地96;录取清华计算机
山东,莱州一中,2021,不分,M,704,男(原文'他');3+3;语128数141外141物98化99生97;录取清华计算机与金融双学位
山东,枣庄三中,2022,不分,M,703,男(原文'他');3+3;语132数133英145物97化98生98;录取清华计算机
山东,文登新一中,2023,不分,M,713,男(原文'他');3+3;语141数142英140物97化95生98;录取北大
山东,肥城一中,2024,不分,M,712,男(原文'他');3+3;语138数141英139物99化98生97;录取清华新雅
山东,东营胜利一中,2025,不分,M,715,男(原文'他');3+3;语135数139外146物99化97生99;录取清华
山东,嘉祥一中,2026,不分,F,711,3+3；性别=初筛确认(2026-08-09)
贵州,遵义四中,1980,理,NA,,
贵州,天柱民族中学,1980,文,NA,,
贵州,凯里一中,1982,文,NA,,
贵州,贵阳一中,1983,理,NA,,
贵州,遵义四中,1983,文,NA,,
贵州,贵阳一中,1983,外,M,,外语类状元；性别=初筛确认(2026-08-09)
贵州,遵义南白中学,1984,理,M,604,男(原文'他');录取上海第一医学院
贵州,遵义南白中学,1984,文,F,,女(原文'她');录取湘潭大学历史
贵州,凯里一中,1985,理,NA,,
贵州,六盘水二中,1986,理,NA,,
贵州,凯里一中,1987,理,NA,,
贵州,遵义南白中学,1988,文,NA,,并列;录取北大
贵州,都匀二中,1988,文,NA,,并列
贵州,凤岗一中,1989,理,NA,,录取北大
贵州,遵义振华民族高中,1989,文,NA,,
贵州,遵义四中,1991,理,NA,,
贵州,思南中学,1991,文,NA,545,
贵州,遵义南白中学,1992,文,NA,,
贵州,贵阳一中,1993,理,NA,,匿名
贵州,贵阳一中,1993,文,NA,,匿名
贵州,平水学校,1993,外,NA,,外语类状元;总分超文科状元
贵州,白云七中,1994,理,NA,,
贵州,织金二中,1995,文,NA,614,
贵州,贵阳六中,1996,理,NA,,录取北大生科
贵州,安顺二中,1997,文,M,624,男(原文'他');录取北大中文
贵州,凯里一中,1998,理,M,,性别=初筛确认(2026-08-09)
贵州,水城矿一中,1998,文,NA,,
贵州,贵阳清华中学,1999,理,NA,,
贵州,贵阳六中,2000,理,F,694,女(原文'她');语137数142英132物140化143;录取北大生科
贵州,贵阳一中,2000,文,NA,607,并列;录取南开金融
贵州,遵义一中,2000,文,F,607,女(原文'她');并列;语124数119英122政122史120;录取北大法学
贵州,贵阳一中,2001,理,M,700,男(原文'他');含加分20裸分680;录取清华计算机
贵州,凯里一中,2001,文,F,645,政治全省单科第1;录取北大国贸；性别=初筛确认(2026-08-09)
贵州,贵阳一中,2001,文,NA,,并列;录取北大金融
贵州,贵阳德芬补习学校,2002,理,F,709,"复读生(原师大附中,2001=625);语136数143英138综292；性别=初筛确认(2026-08-09)"
贵州,凯里一中,2002,文,M,652,男(原文'他');语126数121英121综284;录取北大外院
贵州,贵阳六中,2003,理,NA,666,录取北大生科
贵州,贵阳一中,2003,文,F,656,录取北大；性别=初筛确认(2026-08-09)
贵州,安顺二中,2004,理,M,702,男(原文'他');语129数141英139综293;录取清华
贵州,贵阳一中,2004,文,M,636,男(原文'他');语128数136英123综249;录取北大
贵州,兴义一中,2005,理,M,719,男(原文'他');含加分20裸分699;语132数140英137综290;录取清华经管
