province,school,year,track,top_gender,top_score,note
江苏,睢宁中学,1991,理,NA,653,
江苏,睢宁中学,1991,文,NA,559,
江苏,海安高级中学,1992,理,NA,,
江苏,盐城中学,1994,理,NA,703,
江苏,海安高级中学,1994,文,NA,632,录取人大新闻
江苏,南通一中,1995,理,F,702,录取北京协和医学院；性别=初筛确认(2026-08-09)
江苏,南通中学,1995,文,NA,,录取北大
江苏,丰县中学,1996,理,M,693,录取清华计算机；性别=初筛确认(2026-08-09)
江苏,南通一中,1996,文,M,,录取北外；性别=初筛确认(2026-08-09)
江苏,常州高级中学,1997,理,F,,录取复旦经管；性别=初筛确认(2026-08-09)
江苏,南通中学,1997,文,F,,录取复旦；性别=初筛确认(2026-08-09)
江苏,金坛华罗庚中学,1998,理,NA,704,
江苏,如东高级中学,1998,文,NA,,
江苏,常州高级中学,1999,理,M,687,男(原文'他');物理147;录取清华自动化
江苏,如东高级中学,1999,文,NA,634,并列;录取人大新闻
江苏,南菁高级中学,1999,文,M,634,男(原文'他');并列;语119数136史141;录取复旦法律
江苏,江都中学,1999,外,NA,,文科外语类状元
江苏,盐城中学,2000,理,M,,并列；性别=初筛确认(2026-08-09)
江苏,苏州中学,2000,理,NA,,并列
江苏,如皋一中,2000,文,F,599,女(原文'她');录取复旦国际金融
江苏,常熟中学,2001,理,M,699,男(原文'他');录取上海交大
江苏,南通中学,2001,文,M,644,男(原文'他');录取北大法学
江苏,江都中学,2001,外,NA,654,文科外语类状元
江苏,常州高级中学,2002,不分,F,685,女(原文'她');3+X大综合;语120数150英147综268;录取清华
江苏,南通一中,2003,不分,M,697,男(原文'他');3+X;含加分20裸分677;选科物化;语126数120物148;录取清华电子
江苏,苏州中学,2003,不分,M,687,男(原文'他');3+X;裸分状元;语114数144英139物146化144;录取清华自动化
江苏,姜堰中学,2004,不分,M,727,男(原文'他');3+X;含加分20裸分707;语130数144英139物150化144;录取清华
江苏,苏州中学,2005,不分,F,707,女(原文'她');3+X;含加分10裸分697;语129数146英135物142化145;录取清华计算机
江苏,南京师大附中,2006,不分,M,700,男(原文'他');3+X;无冕状元(已保送清华自动化不参与排名);语127数138英143物144化148
江苏,天一中学,2006,不分,F,692,女(原文'她');3+X;16岁;语134;录取清华生物
江苏,曲塘中学,2007,不分,M,709,男(原文'他');3+X;语130数138英146物146化149;录取清华电子
江苏,盐城中学,2008,理,F,460,女(原文'她');480分制;含加分10裸分450;语143数156(+附加35)英116物A+化A;录取清华经管
江苏,常熟中学,2008,文,F,439,女(原文'她');480分制;含加分10裸分429;语141(+附加31)数144英113史A+政A;录取北大光华
江苏,梁丰高级中学,2009,理,M,443,男(原文'他');480分制;含加分10裸分433;语139数194(含附加)英100物A+化A+;录取清华经金国际班
江苏,苏州中学,2009,文,F,421,女(原文'她');480分制;含加分10裸分411;语165(含附加)数142英104史A+政A+;录取北大光华
江苏,南通中学,2010,理,M,436,男(原文'他');480分制;含加分5裸分431;语134数183(含附加)英114;录取中科大
江苏,姜堰中学,2010,文,NA,412,480分制;语164(含附加)数131;录取清华
江苏,如东高级中学,2011,理,M,426,男(原文'他');480分制;含加分5裸分421;语126数183(含附加)英112物A+化A+;录取清华电子
江苏,宜兴中学,2011,文,F,414,女(原文'她');480分制;含加分5裸分409;语123(+附加35)数137英114史A+政B+;录取复旦新闻
江苏,锡山高级中学,2012,理,F,444,女(原文'她');480分制;含加分5裸分439;语135数189(含附加)外115物A化A+;录取北大光华
江苏,南京师大附中,2012,文,F,417,女(原文'她');480分制;含加分5裸分412;语166(含附加)数137外109政A史A+;录取港大
江苏,张家港外国语学校,2012,文,F,417,女(原文'她');480分制;含加分5裸分412;语134(+附加37)数130英111;录取北大
江苏,溧阳中学,2012,文,F,417,女(原文'她');480分制;含加分3裸分414;语135(+附加34)数132英113;录取北大元培PPE
江苏,常州高级中学,2013,理,F,427,女(原文'她');480分制;含加分3裸分424;语137数180(含附加)英107物A+化A;录取北大法语
江苏,前黄高级中学,2013,文,F,414,女(原文'她');480分制;含加分5裸分409;语127(+附加37)数143外102政A+史A+;录取清华经金国际班
江苏,天一中学,2014,理,M,430,男(原文'他');480分制;含加分5裸分425;语141数183(含附加)英101物A+化A+;录取北大光华
江苏,海安高级中学,2014,文,NA,410,480分制;含加分5裸分405;语134(+附加35)数141外95史A+政A+;录取北大
江苏,姜堰中学,2015,理,F,425,女(原文'她');480分制;含加分5裸分420;语131数148(+附加30)英111物A+化A+;录取清华生科
江苏,南通中学,2015,文,F,418,女(原文'她');480分制;含加分5裸分413;语137(+附加29)数139英108史A+政A+
江苏,如东高级中学,2016,理,F,445,女(原文'她');480分制;含加分5裸分440;语129数160(+附加40)英111物A+化A+;录取清华
江苏,姜堰中学,2016,文,F,427,女(原文'她');480分制;含加分5裸分422;语137(+附加32)数143外110史A政A;录取上海交大安泰金融
江苏,姜堰中学,2017,理,F,443,女(原文'她');480分制;含加分3裸分438;语143数148(+附加36)英111物A+化A+;录取清华计算机
江苏,淮阴中学,2017,文,NA,428,480分制;含加分5裸分423;语138(+附加35)数148外102史A+政A+
江苏,通州高级中学,2018,理,F,434,女(原文'她');480分制;含加分5裸分431;语133数157(+附加32)英107物A+化A+;录取清华
江苏,丹阳高级中学,2018,文,M,418,男(原文'他');480分制;含加分5裸分413;语155(+附加34)数146外112;录取清华
江苏,天一中学,2019,理,F,436,女(原文'她');480分制;含加分5裸分431;并列;语134数149(+附加38)英110物A+化A+;录取北大光华
江苏,天一中学,2019,理,F,436,女(原文'她');480分制;含加分5裸分431;并列;语127数160(+附加36)外108物A+化A+;录取北大
江苏,海安高级中学,2019,文,F,420,女(原文'她');480分制;含加分5裸分415;语133(+附加32)数144英106史A+政A+;录取北大光华
江苏,天一中学,2020,理,M,441,男(原文'他');480分制;语134数160(+附加40)外107物A+化A+;录取清华人工智能学堂班
江苏,淮阴中学,2020,文,F,430,"女(原文'她');480分制;语146(+附加34)数141英109史B+政A;著名案例:选测等级未达A被清北拒,录取港大"
江苏,沭阳高级中学,2021,物理类,M,691,男(原文'他');3+1+2;语109数149英143物100化94生96;录取北大信科
江苏,扬中高级中学,2021,历史类,F,656,女(原文'她');3+1+2;语116数135外139史76政95地95;录取清华
江苏,天一中学,2021,历史类,F,656,女(原文'她');3+1+2;并列;选科史政地;录取北大元培
江苏,丹阳高级中学,2022,物理类,M,697,男(原文'他');3+1+2;语123数142外143物100化97生92;录取北大元培
江苏,宜兴中学,2022,历史类,M,658,男(原文'他');3+1+2;语126数119外143史79政94地97;录取北大元培
江苏,淮阴中学,2023,物理类,M,703,男(原文'他');3+1+2;并列;语134数140英145物99化93生92;录取北大元培
江苏,宿迁中学,2023,物理类,F,703,女(原文'她');3+1+2;并列;语129数139外148物100化93生94;录取清华新雅
江苏,天一中学,2023,历史类,F,702,女(原文'她');3+1+2;比全省历史类第2名高25分;语136数141外144史86政99地96;录取清华新雅
江苏,金坛华罗庚中学,2024,物理类,M,713,男(原文'他');3+1+2;语136数139英147物100化94生97;录取北大数学
江苏,宿迁中学,2024,历史类,F,686,女(原文'她');3+1+2;语129数135外142史85政98地97;录取北大元培
江苏,丹阳高级中学,2025,物理类,M,702,男(原文'他');3+1+2;并列;语131数140英141物99化96生95;录取北大元培
江苏,南通中学,2025,物理类,M,702,男(原文'他');3+1+2;并列;语129数141英144物99化94生95;录取清华计算机
江苏,金陵中学,2025,历史类,M,691,男(原文'他');3+1+2;语132数138外143史91政91地96;录取南大
江苏,镇江一中,2026,物理类,M,706,男(原文'他');3+1+2;语133数136外145物99化96生97
江苏,金陵中学,2026,历史类,NA,688,3+1+2;语128数139外142史92政90地97
江西,进贤中学,1965,理,NA,,录取清华工程物理
江西,南昌二中,1978,文,NA,,录取南昌大学
江西,南昌十中,1979,理,NA,,并列;录取清华自动化
江西,南昌一中,1979,理,NA,,并列;录取西安交大计算机
江西,南昌十九中,1980,理,NA,,
江西,南昌二中,1980,文,F,,性别=初筛确认(2026-08-09)
江西,南昌十中,1981,理,M,,并列；性别=初筛确认(2026-08-09)
江西,南昌二中,1981,理,NA,,并列
江西,玉山一中,1981,文,NA,,录取北大
江西,洪都中学,1982,理,NA,,录取中科大化学
江西,分宜中学,1982,文,NA,,
江西,南昌二中,1983,文,NA,,
江西,九江一中,1984,理,F,608,并列;录取中科大物理；性别=初筛确认(2026-08-09)
江西,丰城中学,1984,理,M,,并列;录取北大物理；性别=初筛确认(2026-08-09)
江西,南昌二中,1985,理,NA,,并列
江西,洪都中学,1985,理,NA,,并列
江西,泰和中学,1985,文,M,,录取北大国政；性别=初筛确认(2026-08-09)
江西,泰和中学,1985,外,NA,,文科外语类状元
江西,九江一中,1986,理,NA,650,录取中科大物理
江西,南昌十中,1987,理,NA,,
江西,南昌二中,1988,理,NA,,
江西,南昌二中,1989,理,NA,,录取中科大
江西,吉安一中,1989,文,NA,,华东六省一市文科状元
江西,资溪一中,1990,理,NA,628,录取清华
江西,江西师大附中,1991,文,NA,,并列
江西,江西师大附中,1991,文,M,,并列；性别=初筛确认(2026-08-09)
江西,南昌二中,1992,理,NA,,录取中科大生物
江西,湾里一中,1992,文,F,,性别=初筛确认(2026-08-09)
江西,吉安一中,1993,理,M,,性别=初筛确认(2026-08-09)
江西,上饶一中,1993,文,F,,女(原文'她');录取复旦
江西,江西师大附中,1993,外,NA,,文科外语类状元
江西,江西师大附中,1994,理,NA,,
江西,九江二中,1994,文,NA,,
江西,泰和中学,1995,理,NA,,并列
江西,南昌二中,1995,理,NA,,并列
江西,赣州一中,1995,文,NA,,并列
江西,南昌二中,1995,文,F,,并列；性别=初筛确认(2026-08-09)
江西,白鹭洲中学,1996,理,M,,性别=初筛确认(2026-08-09)
江西,景德镇一中,1996,文,NA,631,
江西,南昌十中,1997,理,NA,662,录取清华
江西,九江一中,1997,文,F,609,录取外交学院英语；性别=初筛确认(2026-08-09)
江西,洪都中学,1998,理,NA,,录取清华
江西,鄱阳一中,1998,文,M,,录取北大外语；性别=初筛确认(2026-08-09)
江西,分宜中学,1999,理,M,672,录取清华；性别=初筛确认(2026-08-09)
江西,南城一中,1999,文,NA,638,录取北大经院
江西,景德镇二中,2000,理,M,696,男(原文'他');语130数142英134物143化147;录取清华电子信息
江西,宜春中学,2000,文,F,643,女(原文'她');语132数135英133政114史129;录取北大法学
江西,南昌十中,2001,理,NA,704,并列;录取中科大
江西,九江一中,2001,理,M,704,男(原文'他');并列;语129数150英139物136化150;录取清华电子
江西,上高二中,2001,文,F,652,录取北大光华；性别=初筛确认(2026-08-09)
江西,景德镇一中,2002,理,M,729,男(原文'他');含加分20裸分709;语134数146英134综295;录取清华建筑
江西,上饶一中,2002,文,F,647,女(原文'她');语120数139英139综249;录取北大
江西,万年中学,2003,理,M,670,男(原文'他');语132数141英133综264;录取清华材料
江西,瑞昌一中,2003,文,F,641,女(原文'她');语121数129英130综261;录取北大光华
江西,鹰潭一中,2004,理,F,743,女(原文'她');含加分20裸分723;语133数150英140综300;录取清华工业工程
江西,宁都中学,2004,文,NA,673,录取北大英文
江西,吉安一中,2005,理,NA,690,含加分10裸分680;总分状元;语131数142外133综274
江西,黎川一中,2005,理,M,684,男(原文'他');裸分状元;语126数143英141综274;录取清华电子
江西,新余一中,2005,文,F,660,女(原文'她');语130数135英140综255;录取北大光华会计
江西,南昌二中,2006,理,NA,685,含加分10裸分675;总分状元
江西,江西师大附中,2006,理,M,679,男(原文'他');裸分状元;语128数133英141综277
江西,万年中学,2006,文,NA,667,录取港中文
江西,吉安一中,2007,理,NA,709,含加分10裸分699;语140数135英137综287
江西,南康中学,2007,文,F,663,女(原文'她');语文作文满分;语138数144英142综239
江西,江西师大附中,2008,理,M,693,男(原文'他');含加分10裸分683;语134数126英140综283;录取北大
江西,新余四中,2008,文,M,638,男(原文'他');语115数140英136综247;录取北大
江西,江西师大附中,2009,理,M,689,语131数133英144综281；性别=初筛确认(2026-08-09)
江西,临川一中,2009,文,F,608,女(原文'她');并列;语126数122英138综222;录取北大光华
江西,鹰潭一中,2009,文,NA,608,并列;语117数130英134综227
江西,临川一中,2010,理,NA,671,录取清华自动化
江西,丰城中学,2010,文,M,627,男(原文'他');语115数147英133综232;录取北大元培
江西,临川一中,2011,理,M,712,男(原文'他');语140数137英140综295;录取北大光华
江西,临川一中,2011,文,F,637,女(原文'她');语131数145英142综219;录取北大经院
江西,江西师大附中,2012,理,M,703,男(原文'他');含加分10裸分693;总分状元;录取清华
江西,安远一中,2012,理,M,693,男(原文'他');裸分状元;语129数136英146综282;录取清华
江西,临川二中,2012,文,F,662,女(原文'她');并列;语130数144英148综240;录取北大
江西,鹰潭一中,2012,文,M,662,男(原文'他');并列;语135数148英144综235;录取北大
江西,江西师大附中,2013,理,NA,689,含加分10裸分679;总分状元;语123数137英142综277;录取清华
江西,吉安一中,2013,理,NA,684,裸分状元;语124数135英144综281;录取清华建筑
江西,临川一中,2013,文,F,636,并列;语131数137英132综236;录取北大光华；性别=初筛确认(2026-08-09)
江西,临川一中,2013,文,NA,636,并列;语129数142英142综223;录取北大光华
江西,广昌一中,2014,理,M,698,男(原文'他');语140数137英142综279;录取清华
江西,临川一中,2014,文,F,654,女(原文'她');语135数144英145综230;录取清华经管金融
江西,江西师大附中,2015,理,M,715,男(原文'他');南昌市中考状元;语137数140英146综292;录取港大
江西,江西师大附中,2015,文,NA,637,并列;语122数146外147综222
江西,婺源天佑中学,2015,文,NA,637,并列;语122数150外137综228
江西,临川一中,2016,理,M,700,男(原文'他');语120数143英146综291;录取清华计算机
江西,新余一中,2016,文,M,643,男(原文'他');语118数144外144综237;录取北大光华
江西,临川一中,2017,理,M,700,男(原文'他');语137数150英140综273;录取北大光华
江西,丰城中学,2017,文,NA,675,语133数147英139综256;录取清华
江西,九江一中,2018,理,M,718,男(原文'他');语138数148英147综285;录取北大化学与分子工程
江西,江科附中,2018,文,F,674,语131数147英147综249；性别=初筛确认(2026-08-09)
江西,吉安一中,2019,理,M,703,男(原文'他');语125数147英144综287;录取北大元培(物理)
江西,临川一中,2019,文,M,671,男(原文'他');语125数144英149综253;录取清华新雅
江西,南昌二中,2020,理,M,705,男(原文'他');语143数143英143综276;录取清华计算机与金融双学位
江西,江科附中,2020,文,F,671,女(原文'她');语128数141外142综260;录取清华新雅
江西,南昌五中,2021,理,M,708,男(原文'他');语128数150英148综282;录取清华交叉信息
江西,赣州厚德外国语学校,2021,文,F,674,女(原文'她');语127数144英146综257;录取北大光华
江西,上高二中,2022,理,M,683,并列;语115数142外147综279;录取清华计算机；性别=初筛确认(2026-08-09)
江西,赣州厚德外国语学校,2022,理,M,683,男(原文'他');并列;语119数139外148综277;录取北大光华
江西,丰城中学,2022,理,NA,683,并列;语115数135外145综288;录取清华计算机
江西,铜鼓中学,2022,文,F,663,女(原文'她');语124数142英148综249;录取清华新雅(法学)
江西,乐平中学,2023,理,M,707,男(原文'他');语135数150外143综279;录取北大元培
江西,新余一中,2023,文,M,683,男(原文'他');语140数140外146综257;录取北大光华
江西,江科附中,2024,物理类,M,694,男(原文'他');3+1+2首批;语121数142英147物95化97生92;录取清华电子信息
江西,江科附中,2024,历史类,NA,684,语128数134英146史91政94地91;录取清华新雅
江西,玉山一中,2025,物理类,M,700,男(原文'他');语121数143英146物94化97生99;录取北大信科计算机
江西,新余一中,2025,历史类,F,677,女(原文'她');语137数136英143史80生92政89;录取北大法学
江西,贵溪一中,2026,物理类,NA,712,语131数141英149物98化97生96
江西,高安二中,2026,历史类,F,689,并列;语130数137英150史81政93地98；性别=初筛确认(2026-08-09)
江西,江科附中,2026,历史类,F,689,并列;语128数133英149史88政97地94；性别=初筛确认(2026-08-09)
湖北,丹江口肖川中学,1977,文,M,,男(原文'他');语文满分;录取武大中文
湖北,马湾中学,1979,理,NA,,并列;录取清华核物理
湖北,黄冈中学,1979,理,NA,,并列
湖北,大悟二中,1979,文,NA,,
湖北,黄冈中学,1980,理,NA,,
湖北,三角路中学,1980,文,NA,,
湖北,武汉六中,1981,理,NA,,
湖北,华中师大一附中,1981,文,F,,性别=初筛确认(2026-08-09)
湖北,武钢三中,1982,理,F,,性别=初筛确认(2026-08-09)
湖北,黄陂一中,1982,文,NA,494,
湖北,红安一中,1983,理,NA,598,
湖北,鄂州二中,1983,文,F,558,录取武大国际金融管理；性别=初筛确认(2026-08-09)
湖北,武汉三中,1984,理,M,,高考成绩全国最高;录取中科大；性别=初筛确认(2026-08-09)
湖北,黄陂一中,1984,文,M,,录取北大；性别=初筛确认(2026-08-09)
湖北,华中师大一附中,1985,理,NA,,录取复旦
湖北,宜都一中,1985,文,NA,567,录取北大
湖北,黄冈中学,1986,理,NA,,录取北大物理
湖北,武汉六中,1986,文,NA,,录取武大
湖北,新洲一中,1987,理,NA,635,
湖北,仙桃中学,1987,文,F,,性别=初筛确认(2026-08-09)
湖北,夷陵中学,1988,理,NA,630,
湖北,仙桃中学,1988,文,M,,性别=初筛确认(2026-08-09)
湖北,仙桃中学,1989,文,F,,并列；性别=初筛确认(2026-08-09)
湖北,武钢三中,1989,文,F,,并列；性别=初筛确认(2026-08-09)
湖北,荆州中学,1990,理,NA,623,录取清华计算机
湖北,黄冈中学,1990,文,NA,,姓名未公开
湖北,襄阳四中,1991,理,M,,录取中科大；性别=初筛确认(2026-08-09)
湖北,武大附中,1992,理,M,,性别=初筛确认(2026-08-09)
湖北,武钢三中,1993,理,NA,,
湖北,黄冈中学,1993,文,NA,,姓名未公开
湖北,当阳一中,1994,理,NA,693,录取清华
湖北,武钢三中,1994,文,NA,,
湖北,荆州中学,1995,理,NA,686,录取清华生科
湖北,老河口一中,1995,文,NA,615,录取北大
湖北,武汉六中,1996,理,NA,693,并列
湖北,宜都一中,1996,理,NA,693,并列;语120数146英139物150化138
湖北,襄阳四中,1997,理,M,,录取中科大电子工程；性别=初筛确认(2026-08-09)
湖北,沙市中学,1997,文,NA,624,
湖北,胡集高中,1998,理,M,700,性别=初筛确认(2026-08-09)
湖北,黄冈中学,1998,文,M,652,性别=初筛确认(2026-08-09)
湖北,华中师大一附中,1999,理,NA,688,
湖北,丹江口一中,1999,文,F,639,录取武大政法；性别=初筛确认(2026-08-09)
湖北,宜都一中,1999,外,F,,文科外语类状元;录取北大外国语；性别=初筛确认(2026-08-09)
湖北,天门中学,2000,理,M,695,男(原文'他');语132数140英134物142化147;录取清华计算机
湖北,武汉外国语学校,2000,文,F,646,女(原文'她');录取北大中文
湖北,麻城一中,2001,理,M,705,男(原文'他');录取清华经管
湖北,襄阳四中,2001,文,F,635,女(原文'她');录取北大国贸
湖北,潜江中学,2002,理,M,701,男(原文'他');语128数145英135综293;录取北大元培
湖北,武汉外国语学校,2002,文,NA,644,语125数142英132综245;录取北大元培
湖北,沙市中学,2003,理,F,693,女(原文'她');语122数141英142综288;录取清华机械
湖北,沔州中学,2003,文,M,638,男(原文'他');比全省第2名高20分;语117数150英136综235
湖北,华中师大一附中,2004,理,M,705,男(原文'他');并列;录取北大
湖北,武汉外国语学校,2004,理,M,705,男(原文'他');并列;英144;录取清华数理基础
湖北,沙市中学,2004,文,M,658,男(原文'他');语138数138英140综242;录取北大社会学
湖北,襄阳四中,2005,理,NA,701,语129数150英141综281
湖北,武汉外国语学校,2005,文,F,652,女(原文'她');语133数129英146综244;录取北大法学
湖北,武汉外国语学校,2006,理,M,692,语127数147英136综282；性别=初筛确认(2026-08-09)
湖北,夷陵中学,2006,文,F,647,女(原文'她');语126数145外132综244;录取北大光华
湖北,夷陵中学,2007,理,NA,695,语130数143英138综284
湖北,大冶一中,2007,文,M,627,男(原文'他');语127数146英137综217;录取北大元培
湖北,武钢三中,2008,理,M,710,男(原文'他');语127数150英141综292;录取北大元培
湖北,荆州中学,2008,文,NA,641,语128数149英134综230
湖北,孝感高中,2009,理,NA,693,语120数142英143综288
湖北,荆门龙泉中学,2009,文,NA,629,语126数148外135综220
湖北,钟祥一中,2010,理,NA,698,语127数149英144综278
湖北,洪湖一中,2010,文,M,632,男(原文'他');语133数140英139综220;录取北大
湖北,襄阳五中,2011,理,NA,707,语131数144英143综289
湖北,武汉外国语学校,2011,文,F,646,语136数138英140综232；性别=初筛确认(2026-08-09)
湖北,大冶一中,2012,理,M,700,男(原文'他');语136数139外143综282;录取清华
湖北,襄阳四中,2012,文,M,658,男(原文'他');语126数145外142综245;录取北大光华
湖北,襄阳五中,2013,理,M,689,男(原文'他');语129数142英144综274;录取清华
湖北,襄阳五中,2013,文,F,651,女(原文'她');语138数136英147综230;录取北大光华
湖北,襄阳四中,2014,理,NA,700,语132数146英138综284
湖北,武汉三中,2014,文,F,657,女(原文'她');语136数149英139综233;录取北大光华
湖北,襄阳五中,2015,理,M,699,语126数141英146综286；性别=初筛确认(2026-08-09)
湖北,襄阳五中,2015,文,F,643,女(原文'她');语131数144英145综223;录取北大光华
湖北,武汉三中,2016,理,F,707,语127数139英146综295；性别=初筛确认(2026-08-09)
湖北,巴东一中,2016,文,M,658,男(原文'他');含加分10裸分648;总分状元;录取北大工商管理
湖北,武汉二中,2016,文,F,652,女(原文'她');裸分状元;语131数133英142综246
湖北,夷陵中学,2017,理,M,701,男(原文'他');含加分10裸分691;总分状元;语119数148英148综276;录取北大物理
湖北,随州二中,2017,理,M,700,男(原文'他');裸分状元;语129数148英148综275;录取北大信科图灵班
湖北,襄阳五中,2017,文,F,683,女(原文'她');语137数150英146综250;录取北大光华
湖北,荆门龙泉中学,2018,理,M,715,男(原文'他');语125数150英147综293;录取北大信科
湖北,巴东一中,2018,文,M,694,男(原文'他');含加分10裸分684;总分状元;语122数148英147综267;录取北大
湖北,华中师大一附中,2018,文,M,688,男(原文'他');裸分状元;语129数148英150综261;录取北大
湖北,钟祥一中,2019,理,M,712,男(原文'他');语132数149英144综287
湖北,襄阳四中,2019,文,F,676,女(原文'她');语131数138英146综261;录取清华新雅
湖北,华中师大一附中,2020,理,F,725,女(原文'她');语146数149外143综287;录取北大元培
湖北,巴东一中,2020,文,F,670,女(原文'她');含加分10裸分660;总分状元;语134数148英143综235
湖北,荆门龙泉中学,2020,文,F,667,裸分状元;语123数147英137综260；性别=初筛确认(2026-08-09)
湖北,恩施高中,2021,物理类,M,713,男(原文'他');3+1+2;语131数147英142物100化96生97;录取清华计算机
湖北,夷陵中学,2021,历史类,F,703,女(原文'她');3+1+2;含加分10裸分693;语131数136英139史92政95地100;录取北大元培
湖北,华中师大一附中,2022,物理类,M,702,男(原文'他');3+1+2;语124数144外141物98化97生98;录取北大元培
湖北,武汉外国语学校,2022,历史类,M,673,男(原文'他');3+1+2;语120数142外142史84化92政93;录取北大光华
湖北,新洲一中,2023,物理类,M,715,男(原文'他');3+1+2;语131数142英147物100化98生97;录取清华新雅
湖北,襄阳四中,2023,历史类,F,675,女(原文'她');3+1+2;裸分并列;语127数135英142史84政95地92;录取北大法学
湖北,襄阳五中,2023,历史类,F,675,女(原文'她');3+1+2;裸分并列;语134数130英145史79政94地93;录取北大元培
湖北,荆州中学,2023,历史类,F,675,女(原文'她');3+1+2;裸分并列;语133数136英143史79政91地93;录取北大元培(法学)
湖北,恩施高中,2023,历史类,F,675,女(原文'她');3+1+2;含加分10裸分665;总分状元;录取清华经管
湖北,襄阳五中,2024,物理类,M,708,男(原文'他');3+1+2;并列;语129数139英143物100化99生98;录取北大信科
湖北,武汉三中,2024,物理类,M,708,男(原文'他');3+1+2;并列;语138数140英142物100化94生94;录取清华计算机与金融双学位
湖北,恩施高中,2024,物理类,M,708,男(原文'他');3+1+2;含加分10裸分698;总分状元;语119数144英143物100化95生97
湖北,襄阳五中,2024,历史类,M,680,男(原文'他');3+1+2;语135数128英142史81生98政96;录取北大元培
湖北,恩施高中,2025,物理类,NA,705,3+1+2;含加分10裸分695;总分状元
湖北,汉阳一中,2025,物理类,M,700,男(原文'他');3+1+2;裸分并列;语135数138英141物97化92生97;录取北大元培
湖北,新洲一中,2025,物理类,NA,700,3+1+2;裸分并列;语129数143英140物94化97生97
湖北,武昌实验中学,2025,物理类,M,700,男(原文'他');3+1+2;裸分并列;语138数143英145物82化96生96;录取清华电子信息
湖北,襄阳五中,2025,历史类,F,686,女(原文'她');3+1+2;语124数140英146史85生97政94;录取北大元培
湖北,华中师大一附中,2026,物理类,NA,714,3+1+2;语138数142英147物96化97生94
湖北,武昌实验中学,2026,历史类,M,684,3+1+2;语138数134英144史76政97地95；性别=初筛确认(2026-08-09)
天津,天津二十中,1979,理,NA,425,
天津,天津一中,1980,文,M,,性别=初筛确认(2026-08-09)
天津,天津一中,1981,理,NA,,
天津,天津南开中学,1988,文,M,,男(原文'他');录取北大经院国经
天津,天津实验中学,1990,理,NA,,
天津,天津第一百中学,1991,理,NA,,
天津,天津南开中学,1994,文,F,,女(原文'她');录取北大经院国经
天津,天津五十五中,1997,文,M,628,并列；性别=初筛确认(2026-08-09)
天津,大港油田实验中学,1997,文,NA,,并列
天津,耀华中学,1998,理,F,,性别=初筛确认(2026-08-09)
天津,天津二十中,1998,文,NA,,
天津,耀华中学,1999,理,NA,686,录取北大计算机
天津,天津一中,1999,文,NA,632,录取北大国贸
天津,耀华中学,2000,理,M,692,男(原文'他');语127数136英135物150化144;录取北大生科
天津,天津南开中学,2000,文,M,652,男(原文'他');并列;语127数130英134史127政134;录取北大国贸
天津,天津二十中,2000,文,NA,652,并列;语129数133英126史136政128;录取北大文科试验班
天津,天津南开中学,2001,理,F,708,女(原文'她');录取北大生科
天津,天津外国语学校,2001,文,NA,662,录取北大国际政治
天津,天津一中,2002,理,M,731,男(原文'他');含加分20裸分711;语136数145英132综298;录取北大生科
天津,天津南开中学,2002,文,F,654,女(原文'她');语129数133英140综252;录取北大国贸
天津,塘沽一中,2003,理,NA,666,录取清华计算机
天津,大港油田实验中学,2003,文,F,644,录取北大经院；性别=初筛确认(2026-08-09)
天津,石家庄二中,2004,理,F,690,学校疑为原文笔误(石家庄二中属河北);录取清华自动化；性别=初筛确认(2026-08-09)
天津,耀华中学,2004,文,NA,680,录取北大法学
天津,天津南开中学,2005,理,M,693,含加分20裸分673;录取清华工商管理；性别=初筛确认(2026-08-09)
天津,天津南开翔宇学校,2005,文,F,635,录取北大光华；性别=初筛确认(2026-08-09)
天津,耀华中学,2006,理,NA,703,含加分10裸分693;录取清华建筑
天津,宝坻一中,2006,文,M,627,男(原文'他');录取北大
天津,天津实验中学,2007,理,NA,696,含加分20裸分676;总分状元;录取清华电子
天津,耀华中学,2007,理,NA,683,裸分状元;录取北大生科
天津,新华中学,2007,文,F,660,含加分10裸分650;录取北大光华；性别=初筛确认(2026-08-09)
天津,天津实验中学,2008,理,NA,716,含加分20裸分696;总分状元;录取清华经管
天津,天津南开中学,2008,理,NA,703,裸分状元;录取清华信科
天津,天津南开中学,2008,文,F,709,含加分20裸分689;录取北大光华；性别=初筛确认(2026-08-09)
天津,耀华中学,2009,理,NA,703,语131数136英145综291
天津,天津七中,2009,文,NA,681,含加分20裸分661;语124数127英138综272
天津,天津四十二中,2010,理,F,695,女(原文'她');含加分20裸分675;总分状元;录取清华生命实验班
天津,天津一中,2010,理,F,693,女(原文'她');裸分状元;语127数142英140综284;录取清华电子
天津,耀华中学,2010,文,F,672,语120数143英144综265；性别=初筛确认(2026-08-09)
天津,蓟县一中,2011,理,M,704,男(原文'他');含加分20裸分684;总分状元;录取清华经管
天津,耀华中学,2011,理,M,699,男(原文'他');裸分状元;录取清华生科
天津,静海一中,2011,文,F,685,含加分20裸分665；性别=初筛确认(2026-08-09)
天津,静海一中,2012,理,M,730,男(原文'他');含加分20裸分710;录取清华工程物理
天津,天津一中,2012,文,M,724,男(原文'他');含加分20裸分704;录取清华
天津,天津南开中学,2013,理,M,716,男(原文'他');含加分20裸分696;语121数146英145综284;录取清华经金国际班
