province,year,track,name_anon,gender,total_score,high_school,hs_city,is_tie,is_bonus_adj,college,note
北京,2015,理,刘*,F,721,人大附中,NA,0,0,北大光华金融,女(原文'她');裸分状元;普通班;语136数145英147综293;录取北大光华金融
北京,2015,文,蔡*,F,699,北师大二附中,NA,0,0,北大元培,女(原文'她');语142数150英135综272;录取北大元培
北京,2016,理,周*,M,715,人大附中,NA,0,0,清华软件,男(原文'他');语141数150英148综276;录取清华软件;中考裸分状元
北京,2016,文,俞*,F,700,北京四中,NA,0,0,NA,并列;语140数142外144综274
北京,2016,文,钟*,NA,700,中央民大附中,NA,0,0,清华经管,并列;录取清华经管
北京,2017,理,李*,M,705,北京八中,NA,0,0,北大信科,男(原文'他');语137数144英143综281;录取北大信科
北京,2017,文,熊*,M,690,北京二中,NA,0,0,清华经管,男(原文'他');语132数150英140综268;录取清华经管;文综全市单科第1
北京,2018,理,刘*,M,722,人大附中,NA,0,0,北大光华,男(原文'他');语137数149外144综292;录取北大光华
北京,2018,文,曹*,F,713,北京二中,NA,0,0,北大法学,女(原文'她');语137数145外141综290;录取北大法学
北京,2019,理,黄*,F,721,北京十二中,NA,0,1,清华交叉信息,女(原文'她');含加分10裸分711;总分状元;语128数148英141综294;录取清华交叉信息
北京,2019,理,张*,F,714,中央民大附中,NA,0,0,清华,女(原文'她');裸分状元;语134数146英142综292;录取清华
北京,2019,文,胡*,F,698,育英学校,NA,0,0,北大中文,女(原文'她');录取北大中文
北京,2020,不分,王*,F,722,人大附中,NA,0,0,北大元培,2020新高考3+3首届;语135数140外147物100史100地100;录取北大元培
北京,2021,不分,(佚名),NA,NA,清华附中,NA,0,0,NA,"禁炒期,据称'朴同学';存疑"
北京,2022,不分,张*,M,721,北师大附属实验中学,NA,0,0,北大元培,"禁炒期,据称,分数存疑;录取北大元培"
北京,2023,不分,董*愉,NA,NA,十一学校,NA,0,0,NA,"禁炒期,据称;另一说北京四中陈应涵728(存疑)"
北京,2024,不分,王*,NA,NA,清华附中,NA,0,0,清华为先书院,"禁炒期,据称;录取清华为先书院"
北京,2025,不分,李*,NA,NA,北京十二中,NA,0,0,NA,"禁炒期,据称"
山西,1962,文,梁*,NA,NA,太原铁一中,NA,0,0,北大经济系,录取北大经济系
山西,1963,理,李*,F,NA,汾阳中学,NA,0,0,清华电机,"女(原文'她');数理化外四科满分,总平均95+,全国理科第3;录取清华电机"
山西,1964,理,王*,M,NA,巡镇中学,NA,0,0,太原理工,男(原文'他');数学满分+附加题6分;录取太原理工
山西,1977,理,杜*,NA,NA,太原五中,NA,0,0,NA,
山西,1978,文,吴*,NA,NA,太原五中,NA,0,0,NA,
山西,1979,理,刘*,NA,NA,太原五中,NA,0,0,NA,
山西,1979,文,王*,F,NA,NA,NA,0,0,北大中文,录取北大中文
山西,1980,文,马*,M,455,成成中学,NA,0,0,北大中文,录取北大中文
山西,1981,理,张*,F,NA,孝义中学,NA,0,0,清华无线电,录取清华无线电
山西,1981,文,李*,NA,NA,太原五中,NA,0,0,NA,
山西,1982,理,赵*,NA,NA,太原五中,NA,0,0,NA,
山西,1982,文,聂*,NA,NA,太原五中,NA,0,0,NA,
山西,1983,理,郑*,NA,NA,太原五中,NA,0,0,NA,
山西,1983,文,宋*,NA,NA,成成中学,NA,0,0,北大法学,录取北大法学
山西,1984,文,周*,NA,576,康杰中学,NA,0,0,北大社会学,录取北大社会学
山西,1985,理,葛*,NA,619,太原五中,NA,0,0,NA,
山西,1985,文,陈*,M,559,太原五中,NA,0,0,NA,
山西,1986,理,张*,F,663.5,太钢一中,NA,0,0,北大计算机,女(原文'她');高考成绩全国第3;录取北大计算机;并列
山西,1986,理,彭*,M,NA,太原五中,NA,0,0,NA,并列
山西,1987,理,侯*,NA,NA,太原五中,NA,0,0,NA,
山西,1988,理,杨*,M,NA,平遥中学,NA,0,0,清华,录取清华
山西,1988,文,张*,NA,NA,太原实验五中,NA,0,0,NA,
山西,1989,理,崔*,M,NA,太原五中,NA,0,0,NA,
山西,1990,理,赵*,NA,NA,进山中学,NA,0,0,NA,
山西,1991,理,杨*,NA,631,太原十二中,NA,0,0,清华电子,录取清华电子
山西,1991,文,赵*,F,534,成成中学,NA,0,0,北京广播学院,录取北京广播学院
山西,1991,外,李*,NA,531,昔阳中学,NA,0,0,NA,文科外语类状元
山西,1992,理,武*,M,NA,太原五中,NA,0,0,NA,
山西,1992,文,谭*,NA,NA,太原五中,NA,0,0,NA,
山西,1993,理,张*,NA,601,太原五中,NA,0,0,NA,并列
山西,1993,理,李*,F,601,临汾三中,NA,0,0,NA,并列
山西,1994,理,栗*,M,NA,山西省实验中学,NA,0,0,NA,
山西,1995,理,王*,M,655,天镇一中,NA,0,0,清华,录取清华
山西,1995,文,郭*,NA,NA,襄垣一中,NA,0,0,北大经济管理,录取北大经济管理
山西,1996,理,李*,NA,677,康杰中学,NA,0,0,清华,录取清华
山西,1996,文,任*,F,628,平遥中学,NA,0,0,人大法学,并列;录取人大法学
山西,1996,文,李*,M,NA,阳泉十五中,NA,0,0,NA,并列
山西,1997,文,阎*,NA,612,临猗中学,NA,0,0,北大法学,录取北大法学
山西,1998,文,毛*,NA,626,昔阳中学,NA,0,0,北大,录取北大
山西,1999,理,董*,NA,682,康杰中学,NA,0,0,清华计算机,录取清华计算机
山西,1999,文,陈*,NA,632,康杰中学,NA,0,0,北大,录取北大
山西,2000,理,段*,NA,NA,太谷中学,NA,0,0,清华,录取清华
山西,2000,文,杨*,M,607,平遥中学,NA,0,0,北大经院,男(原文'他');语123数139英134综211;录取北大经院
山西,2001,理,张*,NA,690,康杰中学,NA,0,0,NA,
山西,2001,文,米*,M,643,太原外国语学校,NA,0,0,北大财政,男(原文'他');录取北大财政
山西,2002,理,张*,F,696,阳城一中,NA,0,0,清华,女(原文'她');复读生(2001=650);语126数138英132综300;录取清华
山西,2002,文,郝*,NA,667,山西省实验中学,NA,0,0,北大光华,语121数143英133综270;录取北大光华
山西,2003,理,黄*,F,663,成成中学,NA,0,0,对外经贸德语,女(原文'她');语145全省单科第1(作文满分);录取对外经贸德语
山西,2003,文,郑*,M,613,盂县一中,NA,0,0,苏州大学金融,男(原文'他');语127数108英134综244;录取苏州大学金融
山西,2004,理,解*,NA,711,太原五中,NA,0,0,清华建筑,英143全省单科第2;录取清华建筑
山西,2004,文,郭*,NA,664,太原十八中,NA,0,0,北大经院,录取北大经院
山西,2005,理,陈*,F,689,康杰中学,NA,0,0,北大元培,语124数135英144综286;录取北大元培
山西,2005,文,马*,NA,634,河津永民中学,NA,0,0,清华文科实验班,录取清华文科实验班
山西,2006,理,丁*,NA,689,山西省实验中学,NA,0,1,NA,含加分10裸分679;语108数149英140综282
山西,2006,文,郝*,F,680,阳泉一中,NA,0,0,北大,女(原文'她');语126数150英143综261;录取北大
山西,2007,理,贺*,M,692,太谷二中,NA,0,0,清华建筑,男(原文'他');复读生;小升初与中考均晋中市状元;语132数147英143综270;录取清华建筑
山西,2007,文,赵*,M,653,平定一中,NA,0,0,人大金融,男(原文'他');语124数140英137综252;录取人大金融
山西,2008,理,李*,F,687,太原十八中,NA,0,0,北大元培,女(原文'她');语125数141外144综277;录取北大元培
山西,2008,文,王*,NA,633,阳泉永旺教育中心,NA,0,0,北大光华,"复读生(2007=587,原三矿中学);语121数131外132综249;录取北大光华"
山西,2009,理,杨*,NA,689,阳泉一中,NA,0,1,清华电子,含加分10裸分679;总分状元;录取清华电子
山西,2009,理,谌*,M,682,长治太行中学,NA,0,0,清华,男(原文'他');裸分状元;复读生;录取清华
山西,2009,文,杨*,M,628,灵丘豪洋中学,NA,0,0,北大,录取北大
山西,2010,理,吉*,M,673,山西大学附中,NA,0,0,清华电子,录取清华电子
山西,2010,文,赵*,F,638,太原五中,NA,0,0,北大光华,15岁参加高考;语110数131英143综254;录取北大光华
山西,2011,理,邢*,NA,699,太原五中,NA,0,0,清华电气,并列;录取清华电气
山西,2011,理,郝*,NA,699,小店一中,NA,0,0,清华电子信息,并列;录取清华电子信息
山西,2011,文,杨*,F,639,同煤一中,NA,0,0,清华经管,女(原文'她');数142;录取清华经管
山西,2012,理,安*,F,689,山西大学附中,NA,0,1,清华,含加分10裸分679;总分状元;录取清华
山西,2012,理,贺*,M,686,康杰中学,NA,0,0,北大,"男(原文'他');裸分状元;复读生(原临汾一中,2011=658);语115数149英135综287;录取北大"
山西,2012,文,刘*,M,632,新绛海泉学校,NA,0,0,北大,"男(原文'他');复读生(2010超一本12分,2011超一本44分);语115数134英132综251;录取北大"
山西,2013,理,王*,F,679,山西大学附中,NA,0,1,清华工业工程,女(原文'她');含加分10裸分669;数144;录取清华工业工程
山西,2013,文,李*,NA,614,山西现代双语学校,NA,0,0,清华社科学院,语119数140英132综223;录取清华社科学院
山西,2014,理,马*,M,705,山西大学附中,NA,0,1,清华,含加分10裸分695;语120数144英142综289;录取清华
山西,2014,文,李*,NA,623,阳泉一中,NA,0,0,NA,语118数123英137综245
山西,2015,理,王*,NA,686,新绛海泉学校,NA,0,0,清华环境科学与工程,语120数142英139综285;录取清华环境科学与工程
山西,2015,文,翟*,F,627,山西大学附中,NA,0,0,北大光华,语118数148英138综223;录取北大光华
山西,2016,理,张*,F,707,山西现代双语学校,NA,0,0,NA,语125数144英147综291
山西,2016,文,周*,M,634,康杰中学,NA,0,0,北大光华,男(原文'他');16岁;语119数141英141综233;录取北大光华
山西,2017,理,鲍*,NA,686,山西大学附中,NA,0,0,北大光华,录取北大光华
山西,2017,文,朱*,M,651,太原新希望双语学校,NA,0,0,北大元培,语125数145外141综240;录取北大元培
山西,2018,理,顼*,F,702,怀仁一中,NA,0,0,清华计算机,录取清华计算机
山西,2018,文,卢*,F,663,阳泉一中,NA,0,0,清华法学,录取清华法学
山西,2019,理,罗*,M,695,康杰中学,NA,0,0,清华交叉信息,录取清华交叉信息
山西,2019,文,宋*,F,655,阳城一中,NA,0,0,NA,女(原文'她');录取清华新雅(PPE)
山西,2020,理,宁*,NA,703,山西大学附中,NA,0,0,清华计算机与金融双学位,语130数143外143综287;录取清华计算机与金融双学位
山西,2020,文,李*,NA,655,山西大学附中,NA,0,0,北大元培,语125数150英149综231;录取北大元培
山西,2021,理,刘*,NA,712,长治太行中学,NA,0,0,北大光华,数150综285;录取北大光华
山西,2021,文,薛*,NA,671,晋城一中,NA,0,0,清华经管,并列;语133数150外148综240;录取清华经管
山西,2021,文,陆*,F,671,晋城一中,NA,0,0,北大元培,并列;语137数147外144综243;录取北大元培
山西,2022,理,郭*,F,709,晋城一中,NA,0,0,清华化学,语135数142外149综283;录取清华化学
山西,2022,文,杨*,M,646,晋城一中,NA,0,0,NA,男(原文'他');语128数142英149综227;录取北大元培PPE
山西,2023,理,王*,NA,710,孝义中学,NA,0,0,清华,语131数149英140综290;录取清华
山西,2023,文,高*,NA,659,晋城一中,NA,0,0,北大元培,语132数143外144综240;录取北大元培
山西,2024,理,刘*,M,710,忻州一中,NA,0,0,北大元培,男(原文'他');语133数145英147综285;录取北大元培
山西,2024,文,牛*,M,668,晋城一中,NA,0,0,北大元培,男(原文'他');语134数141外145综248;录取北大元培
山西,2025,物理类,李*,M,717,忻州一中,NA,0,0,北大元培,男(原文'他');语139数144外145物95化98生96;录取北大元培
山西,2025,历史类,郭*,NA,686,晋城一中,NA,0,0,NA,语136数127外139史90政94地100
山西,2026,物理类,司*,M,706,晋城一中,NA,0,0,NA,
山西,2026,历史类,赵*,NA,688,翼城汉德园中学,NA,0,0,NA,语135数132外136史88政98地99
江苏,1977,理,潘*,M,NA,黎里中学,NA,0,0,清华,录取清华
江苏,1977,文,童*,NA,NA,南京一中,NA,0,0,南大哲学,录取南大哲学
江苏,1978,理,萧*,M,447,南京一中,NA,0,0,南大数学,录取南大数学
江苏,1979,理,姚*,NA,NA,杨园中学,NA,0,0,NA,
江苏,1980,理,章*,NA,493,常熟中学,NA,0,0,NA,
江苏,1982,文,严*,NA,NA,南通中学,NA,0,0,NA,
江苏,1982,文,张*,NA,505,潥阳光华高中,NA,0,0,NA,并列
江苏,1983,文,张*,NA,573,无锡一中,NA,0,0,南大中文,录取南大中文
江苏,1984,文,王*,M,590,海安中学,NA,0,0,复旦,男(原文'他');录取复旦
江苏,1986,理,范*,NA,641,如东高级中学,NA,0,0,NA,
江苏,1987,理,王*,M,NA,南通中学,NA,0,0,NA,
江苏,1990,文,叶*,NA,NA,南京三中,NA,0,0,南大中文,录取南大中文
江苏,1991,理,夏*,NA,653,睢宁中学,NA,0,0,NA,
江苏,1991,文,严*,NA,559,睢宁中学,NA,0,0,NA,
江苏,1992,理,徐*,NA,NA,海安高级中学,NA,0,0,NA,
江苏,1994,理,严*,NA,703,盐城中学,NA,0,0,NA,
江苏,1994,文,王*,NA,632,海安高级中学,NA,0,0,人大新闻,录取人大新闻
江苏,1995,理,黄*,F,702,南通一中,NA,0,0,北京协和医学院,录取北京协和医学院
江苏,1995,文,俞*,NA,NA,南通中学,NA,0,0,北大,录取北大
江苏,1996,理,张*,M,693,丰县中学,NA,0,0,清华计算机,录取清华计算机
江苏,1996,文,胡*,M,NA,南通一中,NA,0,0,北外,录取北外
江苏,1997,理,赵*,F,NA,常州高级中学,NA,0,0,复旦经管,录取复旦经管
江苏,1997,文,陆*,F,NA,南通中学,NA,0,0,复旦,录取复旦
江苏,1998,理,罗*,NA,704,金坛华罗庚中学,NA,0,0,NA,
江苏,1998,文,沈*,NA,NA,如东高级中学,NA,0,0,NA,
江苏,1999,理,徐*,M,687,常州高级中学,NA,0,0,清华自动化,男(原文'他');物理147;录取清华自动化
江苏,1999,文,季*,NA,634,如东高级中学,NA,0,0,人大新闻,并列;录取人大新闻
江苏,1999,文,仲*,M,634,南菁高级中学,NA,0,0,复旦法律,男(原文'他');并列;语119数136史141;录取复旦法律
江苏,1999,外,徐*,NA,NA,江都中学,NA,0,0,NA,文科外语类状元
江苏,2000,理,仇*,M,NA,盐城中学,NA,0,0,NA,并列
江苏,2000,理,陶*,NA,NA,苏州中学,NA,0,0,NA,并列
江苏,2000,文,沈*,F,599,如皋一中,NA,0,0,复旦国际金融,女(原文'她');录取复旦国际金融
江苏,2001,理,蔡*,M,699,常熟中学,NA,0,0,上海交大,男(原文'他');录取上海交大
江苏,2001,文,陈*,M,644,南通中学,NA,0,0,北大法学,男(原文'他');录取北大法学
江苏,2001,外,杜*,NA,654,江都中学,NA,0,0,NA,文科外语类状元
江苏,2002,不分,张*,F,685,常州高级中学,NA,0,0,清华,女(原文'她');3+X大综合;语120数150英147综268;录取清华
江苏,2003,不分,曹*,M,697,南通一中,NA,0,1,清华电子,男(原文'他');3+X;含加分20裸分677;选科物化;语126数120物148;录取清华电子
江苏,2003,不分,洪*,M,687,苏州中学,NA,0,0,清华自动化,男(原文'他');3+X;裸分状元;语114数144英139物146化144;录取清华自动化
江苏,2004,不分,钱*,M,727,姜堰中学,NA,0,1,清华,男(原文'他');3+X;含加分20裸分707;语130数144英139物150化144;录取清华
江苏,2005,不分,朱*,F,707,苏州中学,NA,0,1,清华计算机,女(原文'她');3+X;含加分10裸分697;语129数146英135物142化145;录取清华计算机
江苏,2006,不分,刘*,M,700,南京师大附中,NA,0,0,NA,男(原文'他');3+X;无冕状元(已保送清华自动化不参与排名);语127数138英143物144化148
江苏,2006,不分,黄*,F,692,天一中学,NA,0,0,清华生物,女(原文'她');3+X;16岁;语134;录取清华生物
江苏,2007,不分,汪*,M,709,曲塘中学,NA,0,0,清华电子,男(原文'他');3+X;语130数138英146物146化149;录取清华电子
江苏,2008,理,祁*,F,460,盐城中学,NA,0,1,清华经管,女(原文'她');480分制;含加分10裸分450;语143数156(+附加35)英116物A+化A;录取清华经管
江苏,2008,文,杨*,F,439,常熟中学,NA,0,1,北大光华,女(原文'她');480分制;含加分10裸分429;语141(+附加31)数144英113史A+政A;录取北大光华
江苏,2009,理,吴*,M,443,梁丰高级中学,NA,0,1,清华经金国际班,男(原文'他');480分制;含加分10裸分433;语139数194(含附加)英100物A+化A+;录取清华经金国际班
江苏,2009,文,潘*,F,421,苏州中学,NA,0,1,北大光华,女(原文'她');480分制;含加分10裸分411;语165(含附加)数142英104史A+政A+;录取北大光华
江苏,2010,理,毛*,M,436,南通中学,NA,0,1,中科大,男(原文'他');480分制;含加分5裸分431;语134数183(含附加)英114;录取中科大
江苏,2010,文,姜*,NA,412,姜堰中学,NA,0,0,清华,480分制;语164(含附加)数131;录取清华
江苏,2011,理,刘*,M,426,如东高级中学,NA,0,1,清华电子,男(原文'他');480分制;含加分5裸分421;语126数183(含附加)英112物A+化A+;录取清华电子
江苏,2011,文,孙*,F,414,宜兴中学,NA,0,1,复旦新闻,女(原文'她');480分制;含加分5裸分409;语123(+附加35)数137英114史A+政B+;录取复旦新闻
江苏,2012,理,华*,F,444,锡山高级中学,NA,0,1,北大光华,女(原文'她');480分制;含加分5裸分439;语135数189(含附加)外115物A化A+;录取北大光华
江苏,2012,文,许*,F,417,南京师大附中,NA,0,1,港大,女(原文'她');480分制;含加分5裸分412;语166(含附加)数137外109政A史A+;录取港大
江苏,2012,文,顾*,F,417,张家港外国语学校,NA,0,1,北大,女(原文'她');480分制;含加分5裸分412;语134(+附加37)数130英111;录取北大
江苏,2012,文,高*,F,417,溧阳中学,NA,0,1,NA,女(原文'她');480分制;含加分3裸分414;语135(+附加34)数132英113;录取北大元培PPE
江苏,2013,理,黄*,F,427,常州高级中学,NA,0,1,北大法语,女(原文'她');480分制;含加分3裸分424;语137数180(含附加)英107物A+化A;录取北大法语
江苏,2013,文,龚*,F,414,前黄高级中学,NA,0,1,清华经金国际班,女(原文'她');480分制;含加分5裸分409;语127(+附加37)数143外102政A+史A+;录取清华经金国际班
江苏,2014,理,吴*,M,430,天一中学,NA,0,1,北大光华,男(原文'他');480分制;含加分5裸分425;语141数183(含附加)英101物A+化A+;录取北大光华
江苏,2014,文,吉*,NA,410,海安高级中学,NA,0,1,北大,480分制;含加分5裸分405;语134(+附加35)数141外95史A+政A+;录取北大
江苏,2015,理,蒋*,F,425,姜堰中学,NA,0,1,清华生科,女(原文'她');480分制;含加分5裸分420;语131数148(+附加30)英111物A+化A+;录取清华生科
江苏,2015,文,袁*,F,418,南通中学,NA,0,1,NA,女(原文'她');480分制;含加分5裸分413;语137(+附加29)数139英108史A+政A+
江苏,2016,理,李*,F,445,如东高级中学,NA,0,1,清华,女(原文'她');480分制;含加分5裸分440;语129数160(+附加40)英111物A+化A+;录取清华
江苏,2016,文,魏*,F,427,姜堰中学,NA,0,1,上海交大安泰金融,女(原文'她');480分制;含加分5裸分422;语137(+附加32)数143外110史A政A;录取上海交大安泰金融
江苏,2017,理,潘*,F,443,姜堰中学,NA,0,1,清华计算机,女(原文'她');480分制;含加分3裸分438;语143数148(+附加36)英111物A+化A+;录取清华计算机
江苏,2017,文,李*,NA,428,淮阴中学,NA,0,1,NA,480分制;含加分5裸分423;语138(+附加35)数148外102史A+政A+
江苏,2018,理,袁*,F,434,通州高级中学,NA,0,1,清华,女(原文'她');480分制;含加分5裸分431;语133数157(+附加32)英107物A+化A+;录取清华
江苏,2018,文,陈*,M,418,丹阳高级中学,NA,0,1,清华,男(原文'他');480分制;含加分5裸分413;语155(+附加34)数146外112;录取清华
江苏,2019,理,李*,F,436,天一中学,NA,0,1,北大光华,女(原文'她');480分制;含加分5裸分431;并列;语134数149(+附加38)英110物A+化A+;录取北大光华
江苏,2019,理,郭*,F,436,天一中学,NA,0,1,北大,女(原文'她');480分制;含加分5裸分431;并列;语127数160(+附加36)外108物A+化A+;录取北大
江苏,2019,文,范*,F,420,海安高级中学,NA,0,1,北大光华,女(原文'她');480分制;含加分5裸分415;语133(+附加32)数144英106史A+政A+;录取北大光华
江苏,2020,理,时*,M,441,天一中学,NA,0,0,清华人工智能学堂班,男(原文'他');480分制;语134数160(+附加40)外107物A+化A+;录取清华人工智能学堂班
江苏,2020,文,白*,F,430,淮阴中学,NA,0,0,港大,"女(原文'她');480分制;语146(+附加34)数141英109史B+政A;著名案例:选测等级未达A被清北拒,录取港大"
江苏,2021,物理类,李*,M,691,沭阳高级中学,NA,0,0,北大信科,男(原文'他');3+1+2;语109数149英143物100化94生96;录取北大信科
江苏,2021,历史类,耿*,F,656,扬中高级中学,NA,0,0,清华,女(原文'她');3+1+2;语116数135外139史76政95地95;录取清华
江苏,2021,历史类,刘*,F,656,天一中学,NA,0,0,北大元培,女(原文'她');3+1+2;并列;选科史政地;录取北大元培
江苏,2022,物理类,施*,M,697,丹阳高级中学,NA,0,0,北大元培,男(原文'他');3+1+2;语123数142外143物100化97生92;录取北大元培
江苏,2022,历史类,丁*,M,658,宜兴中学,NA,0,0,北大元培,男(原文'他');3+1+2;语126数119外143史79政94地97;录取北大元培
江苏,2023,物理类,郑*,M,703,淮阴中学,NA,0,0,北大元培,男(原文'他');3+1+2;并列;语134数140英145物99化93生92;录取北大元培
江苏,2023,物理类,苗*,F,703,宿迁中学,NA,0,0,清华新雅,女(原文'她');3+1+2;并列;语129数139外148物100化93生94;录取清华新雅
江苏,2023,历史类,李*,F,702,天一中学,NA,0,0,清华新雅,女(原文'她');3+1+2;比全省历史类第2名高25分;语136数141外144史86政99地96;录取清华新雅
江苏,2024,物理类,陈*,M,713,金坛华罗庚中学,NA,0,0,北大数学,男(原文'他');3+1+2;语136数139英147物100化94生97;录取北大数学
江苏,2024,历史类,王*,F,686,宿迁中学,NA,0,0,北大元培,女(原文'她');3+1+2;语129数135外142史85政98地97;录取北大元培
江苏,2025,物理类,司*,M,702,丹阳高级中学,NA,0,0,北大元培,男(原文'他');3+1+2;并列;语131数140英141物99化96生95;录取北大元培
江苏,2025,物理类,洪*,M,702,南通中学,NA,0,0,清华计算机,男(原文'他');3+1+2;并列;语129数141英144物99化94生95;录取清华计算机
江苏,2025,历史类,孟*,M,691,金陵中学,NA,0,0,南大,男(原文'他');3+1+2;语132数138外143史91政91地96;录取南大
江苏,2026,物理类,李*,M,706,镇江一中,NA,0,0,NA,男(原文'他');3+1+2;语133数136外145物99化96生97
江苏,2026,历史类,陈*,NA,688,金陵中学,NA,0,0,NA,3+1+2;语128数139外142史92政90地97
江西,1965,理,吴*,NA,NA,进贤中学,NA,0,0,清华工程物理,录取清华工程物理
江西,1978,文,黎*,NA,NA,南昌二中,NA,0,0,南昌大学,录取南昌大学
江西,1979,理,陈*,NA,NA,南昌十中,NA,0,0,清华自动化,并列;录取清华自动化
江西,1979,理,周*,NA,NA,南昌一中,NA,0,0,西安交大计算机,并列;录取西安交大计算机
江西,1980,理,邓*,NA,NA,南昌十九中,NA,0,0,NA,
江西,1980,文,邓*,F,NA,南昌二中,NA,0,0,NA,
江西,1981,理,王*,M,NA,南昌十中,NA,0,0,NA,并列
江西,1981,理,肖*,NA,NA,南昌二中,NA,0,0,NA,并列
江西,1981,文,周*,NA,NA,玉山一中,NA,0,0,北大,录取北大
江西,1982,理,徐*,NA,NA,洪都中学,NA,0,0,中科大化学,录取中科大化学
江西,1982,文,袁*,NA,NA,分宜中学,NA,0,0,NA,
江西,1983,文,赖*,NA,NA,南昌二中,NA,0,0,NA,
江西,1984,理,郑*,F,608,九江一中,NA,0,0,中科大物理,并列;录取中科大物理
江西,1984,理,李*,M,NA,丰城中学,NA,0,0,北大物理,并列;录取北大物理
江西,1985,理,许*,NA,NA,南昌二中,NA,0,0,NA,并列
江西,1985,理,刘*,NA,NA,洪都中学,NA,0,0,NA,并列
江西,1985,文,庄*,M,NA,泰和中学,NA,0,0,北大国政,录取北大国政
江西,1985,外,匡*,NA,NA,泰和中学,NA,0,0,NA,文科外语类状元
江西,1986,理,聂*,NA,650,九江一中,NA,0,0,中科大物理,录取中科大物理
江西,1987,理,程*,NA,NA,南昌十中,NA,0,0,NA,
江西,1988,理,周*,NA,NA,南昌二中,NA,0,0,NA,
江西,1989,理,谭*,NA,NA,南昌二中,NA,0,0,中科大,录取中科大
江西,1989,文,刘*,NA,NA,吉安一中,NA,0,0,NA,华东六省一市文科状元
江西,1990,理,余*,NA,628,资溪一中,NA,0,0,清华,录取清华
江西,1991,文,朱*,NA,NA,江西师大附中,NA,0,0,NA,并列
江西,1991,文,赵*,M,NA,江西师大附中,NA,0,0,NA,并列
江西,1992,理,徐*,NA,NA,南昌二中,NA,0,0,中科大生物,录取中科大生物
江西,1992,文,刘*,F,NA,湾里一中,NA,0,0,NA,
江西,1993,理,廖*,M,NA,吉安一中,NA,0,0,NA,
江西,1993,文,卜*,F,NA,上饶一中,NA,0,0,复旦,女(原文'她');录取复旦
江西,1993,外,冷*,NA,NA,江西师大附中,NA,0,0,NA,文科外语类状元
江西,1994,理,涂*,NA,NA,江西师大附中,NA,0,0,NA,
江西,1994,文,周*,NA,NA,九江二中,NA,0,0,NA,
江西,1995,理,刘*,NA,NA,泰和中学,NA,0,0,NA,并列
江西,1995,理,刘*,NA,NA,南昌二中,NA,0,0,NA,并列
江西,1995,文,宣*,NA,NA,赣州一中,NA,0,0,NA,并列
江西,1995,文,邓*,F,NA,南昌二中,NA,0,0,NA,并列
江西,1996,理,王*,M,NA,白鹭洲中学,NA,0,0,NA,
江西,1996,文,张*,NA,631,景德镇一中,NA,0,0,NA,
江西,1997,理,林*,NA,662,南昌十中,NA,0,0,清华,录取清华
江西,1997,文,黄*,F,609,九江一中,NA,0,0,外交学院英语,录取外交学院英语
江西,1998,理,杨*,NA,NA,洪都中学,NA,0,0,清华,录取清华
江西,1998,文,洪*,M,NA,鄱阳一中,NA,0,0,北大外语,录取北大外语
江西,1999,理,胡*,M,672,分宜中学,NA,0,0,清华,录取清华
江西,1999,文,吴*,NA,638,南城一中,NA,0,0,北大经院,录取北大经院
江西,2000,理,余*,M,696,景德镇二中,NA,0,0,清华电子信息,男(原文'他');语130数142英134物143化147;录取清华电子信息
江西,2000,文,周*,F,643,宜春中学,NA,0,0,北大法学,女(原文'她');语132数135英133政114史129;录取北大法学
江西,2001,理,邓*,NA,704,南昌十中,NA,0,0,中科大,并列;录取中科大
江西,2001,理,黄*,M,704,九江一中,NA,0,0,清华电子,男(原文'他');并列;语129数150英139物136化150;录取清华电子
江西,2001,文,宋*,F,652,上高二中,NA,0,0,北大光华,录取北大光华
江西,2002,理,黄*,M,729,景德镇一中,NA,0,1,清华建筑,男(原文'他');含加分20裸分709;语134数146英134综295;录取清华建筑
江西,2002,文,刘*,F,647,上饶一中,NA,0,0,北大,女(原文'她');语120数139英139综249;录取北大
江西,2003,理,余*,M,670,万年中学,NA,0,0,清华材料,男(原文'他');语132数141英133综264;录取清华材料
江西,2003,文,张*,F,641,瑞昌一中,NA,0,0,北大光华,女(原文'她');语121数129英130综261;录取北大光华
江西,2004,理,汪*,F,743,鹰潭一中,NA,0,1,清华工业工程,女(原文'她');含加分20裸分723;语133数150英140综300;录取清华工业工程
江西,2004,文,廖*,NA,673,宁都中学,NA,0,0,北大英文,录取北大英文
江西,2005,理,李*,NA,690,吉安一中,NA,0,1,NA,含加分10裸分680;总分状元;语131数142外133综274
江西,2005,理,傅*,M,684,黎川一中,NA,0,0,清华电子,男(原文'他');裸分状元;语126数143英141综274;录取清华电子
江西,2005,文,肖*,F,660,新余一中,NA,0,0,北大光华会计,女(原文'她');语130数135英140综255;录取北大光华会计
江西,2006,理,干*,NA,685,南昌二中,NA,0,1,NA,含加分10裸分675;总分状元
江西,2006,理,刘*,M,679,江西师大附中,NA,0,0,NA,男(原文'他');裸分状元;语128数133英141综277
江西,2006,文,周*,NA,667,万年中学,NA,0,0,港中文,录取港中文
江西,2007,理,张*,NA,709,吉安一中,NA,0,1,NA,含加分10裸分699;语140数135英137综287
江西,2007,文,朱*,F,663,南康中学,NA,0,0,NA,女(原文'她');语文作文满分;语138数144英142综239
